date,season,team,player,club,competition,minutes,starts,goals,assists,xg,xa,cards,source_url
2015-06-01,2014-2015,Belgium,Belgium Player 4,Belgium FC,Sample club season,1913,21,1.87,0.74,2.61,0.78,2.77,synthetic://sample-data
2015-06-01,2014-2015,Belgium,Belgium Player 5,Belgium FC,Sample club season,1870,20,1.16,0.0,1.24,0.28,2.17,synthetic://sample-data
2015-06-01,2014-2015,Belgium,Belgium Player 6,Belgium FC,Sample club season,1119,12,3.38,3.2,3.32,2.96,0.38,synthetic://sample-data
2015-06-01,2014-2015,Belgium,Belgium Player 7,Belgium FC,Sample club season,1304,14,4.28,3.79,4.57,3.61,3.32,synthetic://sample-data
2015-06-01,2014-2015,Belgium,Belgium Player 8,Belgium FC,Sample club season,408,4,3.83,3.11,3.91,3.65,2.35,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 1,Brazil FC,Sample club season,2359,26,1.63,0.0,1.36,0.0,5.02,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 2,Brazil FC,Sample club season,2770,30,4.61,2.48,5.87,3.29,2.74,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 3,Brazil FC,Sample club season,2304,25,4.06,0.63,4.02,1.22,4.74,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 4,Brazil FC,Sample club season,3105,34,0.0,3.16,0.24,3.61,2.79,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 5,Brazil FC,Sample club season,3570,39,3.15,0.19,3.92,0.35,3.19,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 6,Brazil FC,Sample club season,1123,12,5.17,5.34,4.22,5.53,0.0,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 7,Brazil FC,Sample club season,1491,16,3.82,3.46,5.25,3.63,1.79,synthetic://sample-data
2015-06-01,2014-2015,Brazil,Brazil Player 8,Brazil FC,Sample club season,937,10,5.7,2.78,7.18,3.41,1.32,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 1,Cameroon FC,Sample club season,1990,22,1.93,0.38,3.17,0.71,3.46,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 2,Cameroon FC,Sample club season,1825,20,2.0,0.27,1.89,0.75,5.5,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 3,Cameroon FC,Sample club season,3457,38,0.0,0.33,1.2,0.0,1.27,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 4,Cameroon FC,Sample club season,3564,39,2.25,0.0,3.46,0.51,4.58,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 5,Cameroon FC,Sample club season,2129,23,2.2,1.42,4.87,1.5,1.93,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 6,Cameroon FC,Sample club season,855,9,1.61,1.29,1.0,0.04,0.5,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 7,Cameroon FC,Sample club season,1416,15,1.73,0.32,1.65,0.86,1.43,synthetic://sample-data
2015-06-01,2014-2015,Cameroon,Cameroon Player 8,Cameroon FC,Sample club season,923,10,1.81,2.82,0.78,3.32,1.6,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 1,Canada FC,Sample club season,3198,35,2.45,1.0,1.84,0.13,4.07,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 2,Canada FC,Sample club season,3320,36,2.44,1.32,2.51,1.44,2.96,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 3,Canada FC,Sample club season,3234,35,1.22,1.71,2.17,2.22,2.58,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 4,Canada FC,Sample club season,2402,26,1.64,0.19,1.33,0.16,3.63,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 5,Canada FC,Sample club season,3097,34,1.95,0.86,2.79,1.29,1.96,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 6,Canada FC,Sample club season,901,10,2.12,0.45,2.12,1.19,0.93,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 7,Canada FC,Sample club season,1708,18,1.62,1.12,0.65,1.01,4.33,synthetic://sample-data
2015-06-01,2014-2015,Canada,Canada Player 8,Canada FC,Sample club season,1451,16,3.33,1.34,3.76,0.61,0.93,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 1,Chile FC,Sample club season,2999,33,2.4,2.03,2.31,2.75,5.86,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 2,Chile FC,Sample club season,2356,26,0.0,0.94,0.08,1.28,3.11,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 3,Chile FC,Sample club season,1906,21,0.0,1.71,0.0,1.61,4.7,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 4,Chile FC,Sample club season,3337,37,0.0,0.83,0.25,1.35,2.27,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 5,Chile FC,Sample club season,2562,28,1.5,0.0,1.49,0.42,3.95,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 6,Chile FC,Sample club season,562,6,1.36,3.84,1.04,4.55,1.37,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 7,Chile FC,Sample club season,743,8,1.25,1.64,1.31,1.83,2.54,synthetic://sample-data
2015-06-01,2014-2015,Chile,Chile Player 8,Chile FC,Sample club season,1495,16,1.2,1.92,1.35,2.75,1.79,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 1,Colombia FC,Sample club season,2054,22,0.0,0.06,0.0,0.94,1.41,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 2,Colombia FC,Sample club season,2821,31,0.0,0.27,0.82,1.15,3.64,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 3,Colombia FC,Sample club season,2209,24,1.69,0.0,1.37,0.0,3.78,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 4,Colombia FC,Sample club season,3090,34,0.0,0.87,0.0,0.83,1.57,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 5,Colombia FC,Sample club season,2490,27,0.23,0.0,1.49,0.25,4.24,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 6,Colombia FC,Sample club season,1387,15,3.56,2.61,3.57,3.38,4.06,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 7,Colombia FC,Sample club season,1566,17,1.37,1.94,1.88,3.26,0.0,synthetic://sample-data
2015-06-01,2014-2015,Colombia,Colombia Player 8,Colombia FC,Sample club season,1674,18,0.0,3.11,1.12,2.75,2.88,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 1,Costa Rica FC,Sample club season,1976,21,3.87,0.0,4.91,0.66,4.0,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 2,Costa Rica FC,Sample club season,2163,24,0.55,1.13,1.09,2.02,1.32,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 3,Costa Rica FC,Sample club season,3197,35,1.94,1.25,0.97,1.03,4.93,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 4,Costa Rica FC,Sample club season,3117,34,0.86,0.0,0.29,0.0,4.25,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 5,Costa Rica FC,Sample club season,3108,34,0.0,0.0,0.0,0.0,3.53,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 6,Costa Rica FC,Sample club season,816,9,0.0,0.15,1.18,0.18,4.06,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 7,Costa Rica FC,Sample club season,1096,12,1.5,0.58,3.01,0.43,0.0,synthetic://sample-data
2015-06-01,2014-2015,Costa Rica,Costa Rica Player 8,Costa Rica FC,Sample club season,534,5,0.61,0.87,0.2,0.21,2.41,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 1,Croatia FC,Sample club season,2107,23,1.28,0.72,1.02,0.74,3.91,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 2,Croatia FC,Sample club season,2871,31,0.95,1.82,0.62,2.94,3.76,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 3,Croatia FC,Sample club season,3117,34,2.39,1.32,3.4,2.77,6.79,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 4,Croatia FC,Sample club season,2743,30,0.23,2.06,2.0,2.71,5.5,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 5,Croatia FC,Sample club season,2157,23,2.43,0.64,3.07,1.09,3.97,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 6,Croatia FC,Sample club season,827,9,6.25,1.78,7.96,1.5,2.32,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 7,Croatia FC,Sample club season,1197,13,3.81,3.24,4.64,3.27,2.55,synthetic://sample-data
2015-06-01,2014-2015,Croatia,Croatia Player 8,Croatia FC,Sample club season,694,7,1.79,2.93,2.06,3.34,2.71,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 1,Denmark FC,Sample club season,3183,35,1.66,1.83,0.36,2.61,5.38,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 2,Denmark FC,Sample club season,2683,29,1.0,0.38,1.76,1.03,3.56,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 3,Denmark FC,Sample club season,3516,39,4.01,0.49,5.09,0.94,1.28,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 4,Denmark FC,Sample club season,3599,39,0.58,0.23,0.19,0.0,2.13,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 5,Denmark FC,Sample club season,3287,36,0.0,1.1,0.0,0.84,4.87,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 6,Denmark FC,Sample club season,513,5,0.9,1.57,2.25,3.04,0.33,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 7,Denmark FC,Sample club season,752,8,2.34,3.02,2.32,2.84,4.58,synthetic://sample-data
2015-06-01,2014-2015,Denmark,Denmark Player 8,Denmark FC,Sample club season,717,7,4.86,3.0,4.31,3.35,3.2,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 1,Ecuador FC,Sample club season,2662,29,1.22,1.8,2.4,2.69,5.61,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 2,Ecuador FC,Sample club season,2336,25,0.49,1.34,1.39,1.47,3.48,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 3,Ecuador FC,Sample club season,1991,22,0.85,0.7,0.71,0.54,3.99,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 4,Ecuador FC,Sample club season,2858,31,0.02,1.31,0.49,1.07,4.15,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 5,Ecuador FC,Sample club season,3095,34,0.0,2.18,0.2,3.53,7.27,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 6,Ecuador FC,Sample club season,659,7,2.47,1.34,2.79,0.7,2.72,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 7,Ecuador FC,Sample club season,874,9,2.43,0.54,3.5,1.09,2.72,synthetic://sample-data
2015-06-01,2014-2015,Ecuador,Ecuador Player 8,Ecuador FC,Sample club season,1797,19,0.72,1.39,0.05,1.67,4.15,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 1,Egypt FC,Sample club season,2161,24,1.13,1.01,0.45,0.7,3.27,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 2,Egypt FC,Sample club season,2693,29,0.71,0.55,0.73,0.73,4.66,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 3,Egypt FC,Sample club season,3015,33,1.1,0.0,1.21,0.0,6.24,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 4,Egypt FC,Sample club season,3151,35,0.0,0.4,0.0,0.0,5.42,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 5,Egypt FC,Sample club season,3478,38,0.0,0.09,0.0,0.0,2.52,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 6,Egypt FC,Sample club season,639,7,2.39,0.0,1.77,0.51,2.3,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 7,Egypt FC,Sample club season,1453,16,0.53,0.0,1.86,0.0,0.85,synthetic://sample-data
2015-06-01,2014-2015,Egypt,Egypt Player 8,Egypt FC,Sample club season,953,10,0.91,2.42,1.92,2.46,1.35,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 1,England FC,Sample club season,1869,20,1.64,1.3,2.01,0.85,5.81,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 2,England FC,Sample club season,2187,24,3.54,2.39,4.4,1.07,3.19,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 3,England FC,Sample club season,3132,34,3.97,2.7,4.19,3.44,5.12,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 4,England FC,Sample club season,1828,20,0.0,0.0,0.29,1.7,4.76,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 5,England FC,Sample club season,2226,24,2.67,2.28,3.02,2.44,3.06,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 6,England FC,Sample club season,1006,11,4.97,3.48,5.19,3.59,4.47,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 7,England FC,Sample club season,1085,12,4.6,2.43,5.24,2.85,1.45,synthetic://sample-data
2015-06-01,2014-2015,England,England Player 8,England FC,Sample club season,1404,15,3.27,3.22,3.14,4.11,0.76,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 1,France FC,Sample club season,1964,21,3.21,1.37,2.89,1.24,4.69,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 2,France FC,Sample club season,2453,27,3.64,1.96,3.91,3.26,0.75,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 3,France FC,Sample club season,2311,25,1.55,1.78,1.31,2.04,1.67,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 4,France FC,Sample club season,3445,38,4.36,0.48,3.71,0.63,3.15,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 5,France FC,Sample club season,1935,21,2.5,2.4,3.92,4.39,3.56,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 6,France FC,Sample club season,731,8,5.78,4.22,6.72,4.43,2.43,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 7,France FC,Sample club season,899,9,2.11,3.61,2.78,4.27,0.0,synthetic://sample-data
2015-06-01,2014-2015,France,France Player 8,France FC,Sample club season,785,8,7.42,3.63,7.37,3.86,2.5,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 1,Germany FC,Sample club season,2380,26,5.15,3.03,5.72,3.56,5.83,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 2,Germany FC,Sample club season,2235,24,2.14,1.11,2.56,1.73,4.41,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 3,Germany FC,Sample club season,2428,26,0.1,2.07,0.5,3.0,5.06,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 4,Germany FC,Sample club season,3395,37,3.86,0.0,4.53,1.5,5.11,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 5,Germany FC,Sample club season,1878,20,2.28,1.67,2.23,2.08,4.72,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 6,Germany FC,Sample club season,1166,12,4.98,4.45,5.68,5.17,1.46,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 7,Germany FC,Sample club season,1502,16,2.34,3.73,1.74,3.47,1.33,synthetic://sample-data
2015-06-01,2014-2015,Germany,Germany Player 8,Germany FC,Sample club season,1661,18,3.73,2.71,3.2,2.74,4.05,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 1,Ghana FC,Sample club season,2478,27,1.15,0.0,0.0,0.0,7.12,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 2,Ghana FC,Sample club season,3575,39,0.0,0.0,1.15,0.16,4.71,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 3,Ghana FC,Sample club season,2781,30,1.72,0.65,2.27,0.3,4.99,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 4,Ghana FC,Sample club season,2807,31,1.37,0.65,2.43,1.26,4.91,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 5,Ghana FC,Sample club season,2686,29,0.0,0.54,0.37,0.23,2.53,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 6,Ghana FC,Sample club season,961,10,1.05,1.4,2.2,1.43,1.75,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 7,Ghana FC,Sample club season,1505,16,4.19,1.04,3.19,1.5,0.0,synthetic://sample-data
2015-06-01,2014-2015,Ghana,Ghana Player 8,Ghana FC,Sample club season,982,10,0.0,3.03,1.53,3.18,3.47,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 1,Iran FC,Sample club season,2291,25,0.94,0.0,0.58,0.0,4.2,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 2,Iran FC,Sample club season,3574,39,0.0,0.41,0.0,0.0,3.86,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 3,Iran FC,Sample club season,3208,35,0.36,0.3,1.06,0.17,5.64,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 4,Iran FC,Sample club season,2017,22,0.0,0.0,0.72,0.01,3.01,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 5,Iran FC,Sample club season,3069,34,0.7,0.62,1.22,1.66,2.38,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 6,Iran FC,Sample club season,1798,19,2.23,2.33,2.63,3.56,3.08,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 7,Iran FC,Sample club season,1025,11,1.34,0.0,1.68,0.0,4.24,synthetic://sample-data
2015-06-01,2014-2015,Iran,Iran Player 8,Iran FC,Sample club season,1633,18,1.17,0.98,0.47,1.06,2.43,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 1,Italy FC,Sample club season,2774,30,0.0,1.46,0.88,1.86,2.04,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 2,Italy FC,Sample club season,2589,28,2.81,0.13,3.4,0.0,4.61,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 3,Italy FC,Sample club season,1895,21,4.08,0.0,4.56,0.0,3.8,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 4,Italy FC,Sample club season,1854,20,4.39,1.51,3.4,0.34,3.13,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 5,Italy FC,Sample club season,2219,24,0.88,0.0,1.38,0.28,6.11,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 6,Italy FC,Sample club season,648,7,2.09,3.16,1.03,3.44,2.42,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 7,Italy FC,Sample club season,1101,12,3.46,2.51,1.75,2.53,2.37,synthetic://sample-data
2015-06-01,2014-2015,Italy,Italy Player 8,Italy FC,Sample club season,1079,11,5.55,4.1,6.31,3.79,3.6,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 1,Ivory Coast FC,Sample club season,3373,37,0.0,0.0,0.51,0.0,2.06,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 2,Ivory Coast FC,Sample club season,2809,31,0.24,0.0,0.09,0.98,3.29,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 3,Ivory Coast FC,Sample club season,2863,31,1.94,1.94,2.42,2.76,5.82,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 4,Ivory Coast FC,Sample club season,2618,29,0.49,0.0,0.52,0.0,2.89,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 5,Ivory Coast FC,Sample club season,3388,37,2.32,0.0,2.07,0.0,2.93,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 6,Ivory Coast FC,Sample club season,743,8,1.25,1.27,1.19,1.46,4.6,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 7,Ivory Coast FC,Sample club season,1054,11,1.51,1.54,1.5,2.77,2.64,synthetic://sample-data
2015-06-01,2014-2015,Ivory Coast,Ivory Coast Player 8,Ivory Coast FC,Sample club season,1159,12,2.94,2.71,3.3,2.86,4.18,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 1,Japan FC,Sample club season,2555,28,2.33,1.12,3.43,0.82,6.58,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 2,Japan FC,Sample club season,2531,28,3.21,0.0,2.94,0.69,4.45,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 3,Japan FC,Sample club season,2859,31,1.41,0.07,2.25,1.6,3.07,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 4,Japan FC,Sample club season,1909,21,0.76,1.68,0.0,1.86,3.5,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 5,Japan FC,Sample club season,2040,22,3.66,0.63,3.0,2.17,1.3,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 6,Japan FC,Sample club season,1233,13,1.55,1.93,0.55,3.92,2.39,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 7,Japan FC,Sample club season,861,9,5.06,3.54,5.94,3.92,2.04,synthetic://sample-data
2015-06-01,2014-2015,Japan,Japan Player 8,Japan FC,Sample club season,638,7,0.69,2.27,0.98,1.32,2.06,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 1,Mexico FC,Sample club season,2349,26,2.83,0.3,4.14,0.7,4.08,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 2,Mexico FC,Sample club season,2955,32,0.99,1.58,2.16,1.83,3.42,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 3,Mexico FC,Sample club season,2307,25,2.74,1.67,2.4,1.71,5.57,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 4,Mexico FC,Sample club season,2410,26,0.09,0.0,0.0,0.0,5.97,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 5,Mexico FC,Sample club season,3114,34,0.89,2.37,1.6,3.51,2.08,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 6,Mexico FC,Sample club season,1286,14,1.52,1.06,0.0,2.38,1.1,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 7,Mexico FC,Sample club season,1675,18,4.76,2.87,5.28,2.63,0.81,synthetic://sample-data
2015-06-01,2014-2015,Mexico,Mexico Player 8,Mexico FC,Sample club season,1334,14,3.44,1.05,3.39,0.6,2.69,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 1,Morocco FC,Sample club season,2006,22,1.27,1.29,1.15,1.73,4.87,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 2,Morocco FC,Sample club season,2090,23,1.91,1.37,2.23,1.06,3.75,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 3,Morocco FC,Sample club season,2141,23,0.79,0.71,0.75,0.85,4.05,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 4,Morocco FC,Sample club season,2275,25,0.0,1.32,0.63,2.13,3.6,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 5,Morocco FC,Sample club season,3312,36,0.0,3.23,0.0,4.0,4.03,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 6,Morocco FC,Sample club season,990,11,1.79,3.19,3.05,3.43,2.04,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 7,Morocco FC,Sample club season,1613,17,5.39,3.6,6.05,3.91,2.84,synthetic://sample-data
2015-06-01,2014-2015,Morocco,Morocco Player 8,Morocco FC,Sample club season,553,6,3.49,2.58,4.47,2.89,3.83,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 1,Netherlands FC,Sample club season,2412,26,1.36,0.23,0.79,0.0,3.54,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 2,Netherlands FC,Sample club season,2867,31,0.0,0.55,0.9,0.41,3.54,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 3,Netherlands FC,Sample club season,2508,27,1.28,1.99,1.58,2.32,6.87,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 4,Netherlands FC,Sample club season,3037,33,0.0,2.24,0.0,1.63,3.89,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 5,Netherlands FC,Sample club season,2867,31,2.96,1.66,2.77,1.13,2.05,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 6,Netherlands FC,Sample club season,1157,12,4.36,4.03,5.03,5.04,0.51,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 7,Netherlands FC,Sample club season,799,8,3.56,2.29,3.72,3.47,0.22,synthetic://sample-data
2015-06-01,2014-2015,Netherlands,Netherlands Player 8,Netherlands FC,Sample club season,1323,14,5.89,2.22,5.52,2.14,1.65,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 1,Nigeria FC,Sample club season,3168,35,0.57,0.55,1.62,0.35,2.16,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 2,Nigeria FC,Sample club season,3219,35,0.0,0.0,0.0,0.0,1.81,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 3,Nigeria FC,Sample club season,2814,31,3.07,0.94,2.09,1.36,5.31,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 4,Nigeria FC,Sample club season,3224,35,1.5,0.0,3.28,0.18,2.31,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 5,Nigeria FC,Sample club season,1845,20,0.46,0.51,1.53,1.21,6.36,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 6,Nigeria FC,Sample club season,1152,12,0.58,0.31,0.18,1.13,1.47,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 7,Nigeria FC,Sample club season,852,9,0.45,2.51,1.28,3.67,0.0,synthetic://sample-data
2015-06-01,2014-2015,Nigeria,Nigeria Player 8,Nigeria FC,Sample club season,1014,11,0.89,0.89,1.25,1.18,2.82,synthetic://sample-data
2015-06-01,2014-2015,Norway,Norway Player 1,Norway FC,Sample club season,2500,27,1.86,3.25,3.18,2.63,2.64,synthetic://sample-data
2015-06-01,2014-2015,Norway,Norway Player 2,Norway FC,Sample club season,2943,32,0.03,0.0,0.29,0.37,1.94,synthetic://sample-data
2015-06-01,2014-2015,Norway,Norway Player 3,Norway FC,Sample club season,2991,33,1.11,2.2,0.35,2.69,4.88,synthetic://sample-data
2015-06-01,2014-2015,Norway,Norway Player 4,Norway FC,Sample club season,2418,26,0.0,2.78,0.0,3.58,5.59,synthetic://sample-data
2015-06-01,2014-2015,Norway,Norway Player 5,Norway FC,Sample club season,1955,21,0.16,1.39,0.53,1.1,4.24,synthetic://sample-data
2015-06-01,2014-2015,Norway,Norway Player 6,Norway FC,Sample club season,1046,11,3.31,1.52,5.43,1.73,4.69,synthetic://sample-data
