as_of_date,team,player,position,club,squad_status,availability_status,injury_type,expected_return,is_probable_starter,source_url
2004-03-31,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2004-03-31,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-03-31,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-03-31,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-03-31,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-03-31,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-03-31,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-06-30,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-09-29,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2004-12-29,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,doubtful,sample fitness test,,False,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-03-30,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-06-29,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-09-28,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2005-12-28,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-03-29,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-06-28,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-09-27,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2006-12-27,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-03-28,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-06-27,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-09-26,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2007-12-26,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-03-26,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-06-25,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-09-24,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2008-12-24,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,suspended,,,True,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-03-25,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-06-24,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-09-23,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2009-12-23,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-03-24,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-06-23,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-09-22,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 1,GK,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 2,DF,Ivory Coast FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 3,DF,Ivory Coast FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 4,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 5,MF,Ivory Coast FC,provisional,available,,,True,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 6,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 7,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
2010-12-22,Ivory Coast,Ivory Coast Player 8,FW,Ivory Coast FC,provisional,available,,,False,synthetic://sample-data
