date,team,injured_players,suspended_players,squad_market_value_eur,xg_for_10,xg_against_10
2007-12-26,Mexico,3,0,2278522123.0,2.184,0.389
2008-03-26,Mexico,1,0,2293788358.0,1.927,0.691
2008-06-25,Mexico,2,0,2258972330.0,2.16,0.668
2008-09-24,Mexico,2,0,2307771491.0,1.966,0.742
2008-12-24,Mexico,1,0,2289362000.0,1.863,0.603
2009-03-25,Mexico,2,0,2276133011.0,1.939,0.533
2009-06-24,Mexico,2,0,2317822581.0,2.129,0.309
2009-09-23,Mexico,2,0,2244556385.0,2.144,0.659
2009-12-23,Mexico,0,0,2294725477.0,2.077,0.387
2010-03-24,Mexico,3,0,2196961388.0,2.089,0.729
2010-06-23,Mexico,1,0,2260542673.0,2.048,0.518
2010-09-22,Mexico,1,0,2299353314.0,1.997,0.33
2010-12-22,Mexico,0,0,2284110000.0,1.83,0.549
2011-03-23,Mexico,2,0,2258286004.0,1.886,0.732
2011-06-22,Mexico,3,0,2286071167.0,2.152,0.654
2011-09-21,Mexico,6,0,2196957295.0,2.015,0.433
2011-12-21,Mexico,0,0,2244129568.0,2.046,0.592
2012-03-21,Mexico,2,0,2257931831.0,2.222,0.886
2012-06-20,Mexico,1,0,2282535915.0,2.114,0.522
2012-09-19,Mexico,0,0,2328989868.0,2.129,0.571
2012-12-19,Mexico,1,1,2229958317.0,1.858,0.591
2013-03-20,Mexico,2,0,2263607396.0,2.009,0.697
2013-06-19,Mexico,1,0,2269288908.0,2.012,0.417
2013-09-18,Mexico,4,0,2263750650.0,1.921,0.813
2013-12-18,Mexico,1,0,2277307017.0,1.872,0.442
2014-03-19,Mexico,2,1,2287044761.0,2.16,0.3
2014-06-18,Mexico,3,0,2262843374.0,2.22,0.55
2014-09-17,Mexico,1,1,2281451545.0,1.921,0.632
2014-12-17,Mexico,1,1,2287757084.0,1.645,0.544
2015-03-18,Mexico,0,1,2256842103.0,2.203,0.605
2015-06-17,Mexico,3,0,2282444559.0,2.043,0.742
2015-09-16,Mexico,1,0,2297172456.0,2.018,0.706
2015-12-16,Mexico,1,1,2286656326.0,2.0,0.576
2016-03-16,Mexico,1,1,2303063313.0,2.099,0.428
2016-06-15,Mexico,1,0,2307062700.0,2.173,0.487
2016-09-14,Mexico,3,0,2269358108.0,2.135,0.588
2016-12-14,Mexico,0,1,2316168915.0,1.909,0.419
2017-03-15,Mexico,0,1,2310982449.0,1.99,0.489
2017-06-14,Mexico,1,0,2289054120.0,2.128,0.618
2017-09-13,Mexico,2,0,2261444625.0,2.11,0.592
2017-12-13,Mexico,0,1,2274839833.0,1.858,0.628
2018-03-14,Mexico,4,0,2324480175.0,2.005,0.511
2018-06-13,Mexico,0,0,2281324633.0,1.775,0.543
2018-09-12,Mexico,2,0,2281269937.0,2.251,0.508
2018-12-12,Mexico,1,0,2336373524.0,1.82,0.472
2019-03-13,Mexico,0,0,2256396183.0,2.058,0.656
2019-06-12,Mexico,3,0,2295433279.0,2.289,0.408
2019-09-11,Mexico,0,0,2246499277.0,2.108,0.563
2019-12-11,Mexico,3,0,2260414925.0,2.201,0.526
2020-03-11,Mexico,1,0,2247143825.0,2.209,0.403
2020-06-10,Mexico,1,0,2268384707.0,1.945,0.53
2020-09-09,Mexico,1,0,2260783972.0,2.373,0.484
2020-12-09,Mexico,1,0,2262891539.0,2.076,0.62
2021-03-10,Mexico,1,0,2295751958.0,1.899,0.748
2021-06-09,Mexico,0,0,2246124169.0,1.928,0.514
2021-09-08,Mexico,2,0,2268439797.0,1.807,0.564
2021-12-08,Mexico,3,0,2307288477.0,1.925,0.648
2022-03-09,Mexico,1,0,2284410683.0,1.881,0.556
2022-06-08,Mexico,1,0,2251113520.0,1.99,0.317
2022-09-07,Mexico,0,1,2274399647.0,1.833,0.638
2022-12-07,Mexico,4,0,2299955295.0,1.775,0.584
2023-03-08,Mexico,3,0,2321243635.0,2.192,0.375
2023-06-07,Mexico,0,0,2269555927.0,2.185,0.453
2023-09-06,Mexico,0,0,2235158221.0,2.253,0.368
2023-12-06,Mexico,1,0,2307080676.0,2.158,0.653
2024-03-06,Mexico,1,0,2304343430.0,2.083,0.744
2024-06-05,Mexico,1,0,2283329918.0,1.85,0.605
2024-09-04,Mexico,2,0,2244369899.0,2.035,0.455
2024-12-04,Mexico,1,0,2269350292.0,2.111,0.585
2025-03-05,Mexico,0,0,2256675234.0,1.743,0.555
2025-06-04,Mexico,1,0,2227767236.0,2.099,0.778
2025-09-03,Mexico,1,0,2269016739.0,1.92,0.654
2025-12-03,Mexico,0,0,2273586503.0,1.952,0.444
2026-03-04,Mexico,1,0,2267498320.0,2.018,0.499
2003-01-01,Morocco,2,0,2523270880.0,1.961,0.514
2003-04-02,Morocco,1,0,2535566530.0,2.129,0.418
2003-07-02,Morocco,0,0,2491558376.0,2.02,0.405
2003-10-01,Morocco,0,1,2532402409.0,1.997,0.561
2003-12-31,Morocco,2,0,2551324318.0,2.187,0.486
2004-03-31,Morocco,4,1,2538714979.0,2.239,0.582
2004-06-30,Morocco,1,0,2441061498.0,2.197,0.567
2004-09-29,Morocco,1,1,2489942627.0,2.151,0.386
2004-12-29,Morocco,3,0,2466294265.0,2.17,0.354
2005-03-30,Morocco,4,1,2475221850.0,2.156,0.674
2005-06-29,Morocco,0,0,2534391742.0,2.284,0.548
2005-09-28,Morocco,1,0,2553277593.0,1.661,0.364
2005-12-28,Morocco,1,0,2510231402.0,2.257,0.3
2006-03-29,Morocco,1,0,2488467492.0,2.293,0.472
2006-06-28,Morocco,0,0,2489926809.0,2.296,0.304
2006-09-27,Morocco,1,0,2439404355.0,2.21,0.621
2006-12-27,Morocco,1,1,2509446652.0,2.073,0.495
2007-03-28,Morocco,6,0,2494225411.0,2.227,0.398
2007-06-27,Morocco,0,0,2427529863.0,1.936,0.543
2007-09-26,Morocco,0,2,2501228405.0,2.095,0.637
2007-12-26,Morocco,2,1,2498052354.0,2.125,0.53
2008-03-26,Morocco,0,0,2484476451.0,2.081,0.3
2008-06-25,Morocco,3,0,2442063146.0,2.114,0.402
2008-09-24,Morocco,1,0,2517530097.0,2.411,0.561
2008-12-24,Morocco,0,1,2508049413.0,1.891,0.747
2009-03-25,Morocco,2,0,2487157195.0,1.972,0.3
2009-06-24,Morocco,1,0,2443406143.0,2.119,0.691
2009-09-23,Morocco,7,1,2478537241.0,2.0,0.486
2009-12-23,Morocco,0,1,2484629623.0,2.144,0.429
2010-03-24,Morocco,0,1,2435975659.0,2.227,0.484
2010-06-23,Morocco,2,1,2513963646.0,2.245,0.606
2010-09-22,Morocco,0,0,2527681729.0,2.151,0.586
2010-12-22,Morocco,0,0,2539283240.0,2.223,0.325
2011-03-23,Morocco,0,0,2492251796.0,2.128,0.456
2011-06-22,Morocco,2,0,2493031901.0,2.311,0.3
2011-09-21,Morocco,1,0,2479541956.0,2.177,0.637
2011-12-21,Morocco,2,0,2509864277.0,2.304,0.359
2012-03-21,Morocco,0,1,2540915999.0,2.261,0.795
2012-06-20,Morocco,1,0,2516222076.0,2.16,0.3
2012-09-19,Morocco,0,0,2462622682.0,2.017,0.47
2012-12-19,Morocco,2,0,2489634893.0,2.145,0.321
2013-03-20,Morocco,1,0,2483057738.0,1.994,0.41
2013-06-19,Morocco,1,0,2459440928.0,2.173,0.593
2013-09-18,Morocco,2,1,2448220036.0,2.08,0.343
2013-12-18,Morocco,2,0,2460228593.0,2.234,0.726
2014-03-19,Morocco,4,0,2453794412.0,2.141,0.307
2014-06-18,Morocco,0,0,2469524776.0,2.165,0.336
2014-09-17,Morocco,1,0,2460614073.0,1.992,0.3
2014-12-17,Morocco,2,0,2474801552.0,2.074,0.448
2015-03-18,Morocco,0,0,2546911132.0,1.983,0.397
2015-06-17,Morocco,3,0,2592106264.0,2.307,0.3
2015-09-16,Morocco,3,0,2483213801.0,2.02,0.511
2015-12-16,Morocco,4,0,2503774858.0,2.09,0.439
2016-03-16,Morocco,4,0,2457596330.0,1.984,0.381
2016-06-15,Morocco,2,1,2457440585.0,2.037,0.412
2016-09-14,Morocco,0,0,2464257005.0,2.309,0.424
2016-12-14,Morocco,1,0,2470132720.0,2.319,0.505
2017-03-15,Morocco,2,0,2517527616.0,2.51,0.3
2017-06-14,Morocco,1,0,2488191226.0,2.35,0.467
2017-09-13,Morocco,0,0,2535508771.0,2.062,0.325
2017-12-13,Morocco,1,1,2475939815.0,2.152,0.891
2018-03-14,Morocco,0,0,2495663172.0,2.013,0.37
2018-06-13,Morocco,0,1,2492156500.0,2.245,0.577
2018-09-12,Morocco,0,0,2488895914.0,2.013,0.441
2018-12-12,Morocco,3,0,2497413603.0,1.847,0.3
2019-03-13,Morocco,1,1,2492728335.0,2.257,0.614
2019-06-12,Morocco,1,0,2506840687.0,1.916,0.622
2019-09-11,Morocco,0,1,2474236637.0,2.202,0.645
2019-12-11,Morocco,3,0,2519181468.0,2.037,0.422
2020-03-11,Morocco,1,0,2530881438.0,2.206,0.341
2020-06-10,Morocco,0,0,2467402042.0,1.993,0.477
2020-09-09,Morocco,1,0,2485993226.0,1.984,0.916
2020-12-09,Morocco,0,0,2463489794.0,2.328,0.67
2021-03-10,Morocco,0,1,2554336855.0,2.685,0.3
2021-06-09,Morocco,2,0,2483168334.0,2.334,0.592
2021-09-08,Morocco,2,0,2475642445.0,2.499,0.351
2021-12-08,Morocco,2,0,2469636937.0,2.393,0.411
2022-03-09,Morocco,0,0,2480089885.0,2.078,0.692
2022-06-08,Morocco,2,0,2470652592.0,2.366,0.3
2022-09-07,Morocco,1,0,2487353354.0,2.099,0.47
2022-12-07,Morocco,1,0,2543302276.0,2.216,0.328
2023-03-08,Morocco,2,0,2463024366.0,2.257,0.335
2023-06-07,Morocco,0,0,2491281338.0,2.197,0.729
2023-09-06,Morocco,1,0,2463515122.0,2.075,0.375
2023-12-06,Morocco,0,0,2493156496.0,2.027,0.499
2024-03-06,Morocco,2,0,2549442703.0,2.259,0.364
2024-06-05,Morocco,2,0,2480621366.0,2.154,0.3
2024-09-04,Morocco,0,0,2526754693.0,1.955,0.396
2024-12-04,Morocco,0,0,2434091275.0,1.978,0.516
2025-03-05,Morocco,3,0,2483370430.0,1.973,0.444
2025-06-04,Morocco,1,0,2458327173.0,2.064,0.414
2025-09-03,Morocco,0,0,2527587579.0,2.061,0.608
2025-12-03,Morocco,2,0,2486689274.0,2.07,0.339
2026-03-04,Morocco,3,1,2522775808.0,2.119,0.555
2003-01-01,Netherlands,1,1,3486699056.0,2.689,0.3
2003-04-02,Netherlands,1,0,3465921806.0,2.701,0.3
2003-07-02,Netherlands,0,0,3466504101.0,2.424,0.3
2003-10-01,Netherlands,1,0,3484960864.0,2.45,0.3
2003-12-31,Netherlands,1,1,3482319507.0,2.718,0.3
2004-03-31,Netherlands,0,1,3421789042.0,2.825,0.3
2004-06-30,Netherlands,4,0,3412747684.0,2.562,0.3
2004-09-29,Netherlands,2,0,3452369060.0,2.581,0.3
2004-12-29,Netherlands,0,1,3458835282.0,2.79,0.3
2005-03-30,Netherlands,3,0,3409314448.0,2.428,0.3
2005-06-29,Netherlands,0,0,3463374862.0,2.675,0.3
2005-09-28,Netherlands,3,0,3442978263.0,2.642,0.3
2005-12-28,Netherlands,0,0,3457855330.0,2.442,0.3
2006-03-29,Netherlands,1,0,3436998355.0,2.885,0.3
2006-06-28,Netherlands,0,1,3421142428.0,2.707,0.3
2006-09-27,Netherlands,0,0,3484784122.0,2.439,0.3
2006-12-27,Netherlands,1,0,3446355773.0,2.489,0.3
2007-03-28,Netherlands,0,1,3428343128.0,2.766,0.3
2007-06-27,Netherlands,1,0,3441027806.0,2.608,0.3
2007-09-26,Netherlands,2,1,3420753452.0,2.526,0.3
2007-12-26,Netherlands,3,1,3450802426.0,2.646,0.3
2008-03-26,Netherlands,1,1,3466701041.0,2.868,0.3
2008-06-25,Netherlands,0,1,3489461268.0,2.695,0.3
2008-09-24,Netherlands,1,0,3501824917.0,2.62,0.3
2008-12-24,Netherlands,3,0,3505074547.0,2.723,0.3
2009-03-25,Netherlands,0,0,3426301148.0,2.945,0.3
2009-06-24,Netherlands,0,0,3435323677.0,2.555,0.3
2009-09-23,Netherlands,1,0,3400247257.0,2.651,0.3
2009-12-23,Netherlands,2,0,3419570564.0,2.766,0.3
2010-03-24,Netherlands,3,0,3481049791.0,2.564,0.3
2010-06-23,Netherlands,0,0,3484615982.0,2.919,0.3
2010-09-22,Netherlands,1,0,3460776548.0,2.866,0.3
2010-12-22,Netherlands,1,1,3440428509.0,2.315,0.3
2011-03-23,Netherlands,1,0,3509315603.0,2.457,0.3
2011-06-22,Netherlands,2,0,3394114525.0,2.43,0.3
2011-09-21,Netherlands,1,0,3442974032.0,2.59,0.3
2011-12-21,Netherlands,2,0,3428257165.0,2.514,0.3
2012-03-21,Netherlands,0,0,3419269842.0,2.352,0.3
2012-06-20,Netherlands,3,0,3433361647.0,2.658,0.3
2012-09-19,Netherlands,1,0,3453101683.0,2.651,0.314
2012-12-19,Netherlands,3,0,3514523899.0,2.705,0.3
2013-03-20,Netherlands,1,0,3477790464.0,2.732,0.3
2013-06-19,Netherlands,1,1,3475803104.0,2.593,0.3
2013-09-18,Netherlands,0,0,3456262090.0,2.512,0.3
2013-12-18,Netherlands,1,0,3405666290.0,2.728,0.3
2014-03-19,Netherlands,0,0,3416802004.0,2.699,0.3
2014-06-18,Netherlands,2,0,3453271421.0,2.847,0.3
2014-09-17,Netherlands,3,0,3470946354.0,2.696,0.3
2014-12-17,Netherlands,2,2,3444554781.0,2.5,0.3
2015-03-18,Netherlands,3,1,3430326641.0,2.769,0.3
2015-06-17,Netherlands,3,0,3446343325.0,2.663,0.3
2015-09-16,Netherlands,0,0,3440734016.0,2.723,0.3
2015-12-16,Netherlands,1,1,3434623171.0,2.598,0.3
2016-03-16,Netherlands,1,0,3428877350.0,2.947,0.3
2016-06-15,Netherlands,1,1,3496095034.0,2.628,0.3
2016-09-14,Netherlands,0,0,3440642237.0,2.606,0.3
2016-12-14,Netherlands,1,0,3449631686.0,2.762,0.3
2017-03-15,Netherlands,0,0,3465538543.0,2.696,0.3
2017-06-14,Netherlands,1,1,3487850698.0,2.557,0.3
2017-09-13,Netherlands,3,1,3414862372.0,2.741,0.3
2017-12-13,Netherlands,3,0,3447372146.0,2.317,0.3
2018-03-14,Netherlands,1,0,3452985382.0,2.567,0.3
2018-06-13,Netherlands,0,0,3452013940.0,2.659,0.3
2018-09-12,Netherlands,1,0,3505212571.0,2.797,0.3
2018-12-12,Netherlands,2,0,3426289968.0,2.703,0.3
2019-03-13,Netherlands,0,0,3466869972.0,2.782,0.3
2019-06-12,Netherlands,1,0,3473910146.0,2.288,0.3
2019-09-11,Netherlands,1,0,3461564431.0,2.446,0.3
2019-12-11,Netherlands,0,0,3436188816.0,2.753,0.3
2020-03-11,Netherlands,0,1,3498676080.0,2.65,0.3
2020-06-10,Netherlands,0,0,3413549977.0,2.484,0.3
2020-09-09,Netherlands,2,1,3444067097.0,2.649,0.3
2020-12-09,Netherlands,0,1,3460971440.0,2.43,0.3
2021-03-10,Netherlands,0,0,3486041452.0,2.996,0.333
2021-06-09,Netherlands,3,0,3416920251.0,2.507,0.3
2021-09-08,Netherlands,1,0,3426762724.0,2.633,0.3
2021-12-08,Netherlands,0,0,3506621160.0,2.596,0.3
2022-03-09,Netherlands,1,0,3442062027.0,2.548,0.3
2022-06-08,Netherlands,1,0,3465346688.0,2.466,0.3
2022-09-07,Netherlands,1,0,3411964433.0,2.645,0.3
2022-12-07,Netherlands,3,1,3446860256.0,2.494,0.3
2023-03-08,Netherlands,0,1,3381534839.0,2.608,0.3
2023-06-07,Netherlands,1,0,3454584209.0,2.363,0.3
2023-09-06,Netherlands,0,0,3434274811.0,2.137,0.3
2023-12-06,Netherlands,0,0,3435746075.0,2.501,0.3
2024-03-06,Netherlands,0,0,3499239614.0,2.716,0.3
2024-06-05,Netherlands,0,0,3445089891.0,2.442,0.3
2024-09-04,Netherlands,2,0,3501528781.0,2.618,0.3
2024-12-04,Netherlands,5,0,3483660227.0,2.79,0.3
2025-03-05,Netherlands,1,0,3511162047.0,2.583,0.3
2025-06-04,Netherlands,1,0,3457709303.0,2.514,0.3
2025-09-03,Netherlands,0,0,3477262884.0,2.716,0.3
2025-12-03,Netherlands,1,0,3453601980.0,2.694,0.3
2026-03-04,Netherlands,3,0,3417324640.0,2.62,0.3
2003-01-01,Nigeria,2,0,1439032412.0,1.521,0.682
2003-04-02,Nigeria,1,0,1489812192.0,1.631,0.771
2003-07-02,Nigeria,2,0,1402924377.0,1.574,0.995
2003-10-01,Nigeria,2,0,1434805471.0,1.817,1.091
2003-12-31,Nigeria,0,0,1428812285.0,1.583,0.93
2004-03-31,Nigeria,2,0,1430144597.0,1.657,1.046
2004-06-30,Nigeria,1,0,1397892322.0,1.613,0.993
2004-09-29,Nigeria,0,0,1364945527.0,1.523,1.076
2004-12-29,Nigeria,2,0,1368803781.0,1.432,1.249
2005-03-30,Nigeria,0,1,1402515585.0,1.686,0.812
2005-06-29,Nigeria,2,0,1382625323.0,1.611,1.027
2005-09-28,Nigeria,2,0,1442167173.0,1.756,0.76
2005-12-28,Nigeria,0,0,1400578269.0,1.599,1.131
2006-03-29,Nigeria,1,1,1398227348.0,1.351,1.182
2006-06-28,Nigeria,1,0,1363815305.0,1.815,1.089
2006-09-27,Nigeria,1,0,1465566667.0,1.627,0.863
2006-12-27,Nigeria,0,0,1404657469.0,1.209,1.106
2007-03-28,Nigeria,2,0,1430252787.0,1.426,0.978
2007-06-27,Nigeria,1,1,1431432177.0,1.408,0.838
2007-09-26,Nigeria,1,1,1425531861.0,1.559,0.821
2007-12-26,Nigeria,3,1,1473472039.0,1.653,1.004
2008-03-26,Nigeria,1,0,1417510365.0,1.747,1.088
2008-06-25,Nigeria,0,0,1507366835.0,1.489,1.215
2008-09-24,Nigeria,0,0,1352931970.0,1.575,1.045
2008-12-24,Nigeria,0,0,1356272569.0,1.602,0.948
2009-03-25,Nigeria,4,0,1461488324.0,1.69,1.186
2009-06-24,Nigeria,1,0,1423803948.0,1.686,1.072
2009-09-23,Nigeria,0,0,1427631037.0,1.391,1.032
2009-12-23,Nigeria,1,0,1371778107.0,1.721,0.781
2010-03-24,Nigeria,2,0,1460075025.0,1.608,1.065
2010-06-23,Nigeria,3,0,1479085827.0,1.733,0.803
2010-09-22,Nigeria,2,0,1421449394.0,1.507,1.19
2010-12-22,Nigeria,1,1,1439384879.0,1.817,1.092
2011-03-23,Nigeria,2,0,1404548730.0,1.614,0.956
2011-06-22,Nigeria,2,0,1452080454.0,1.606,1.017
2011-09-21,Nigeria,1,0,1433596035.0,1.474,0.923
2011-12-21,Nigeria,0,0,1445347385.0,1.958,1.3
2012-03-21,Nigeria,0,0,1387811412.0,1.558,0.94
2012-06-20,Nigeria,3,0,1421350413.0,1.436,1.014
2012-09-19,Nigeria,1,0,1412427256.0,1.456,0.922
2012-12-19,Nigeria,0,2,1434792034.0,1.587,0.445
2013-03-20,Nigeria,2,1,1423156990.0,1.605,1.069
2013-06-19,Nigeria,0,0,1373601348.0,1.695,1.179
2013-09-18,Nigeria,2,0,1433459780.0,1.708,0.963
2013-12-18,Nigeria,0,0,1406131491.0,1.727,0.981
2014-03-19,Nigeria,3,0,1427071670.0,1.374,0.858
2014-06-18,Nigeria,1,0,1423695112.0,1.683,1.004
2014-09-17,Nigeria,2,1,1415701935.0,1.363,0.986
2014-12-17,Nigeria,1,1,1408429944.0,1.607,0.832
2015-03-18,Nigeria,0,1,1419937167.0,1.562,1.128
2015-06-17,Nigeria,1,0,1415959075.0,1.649,1.132
2015-09-16,Nigeria,1,0,1414095991.0,1.651,1.008
2015-12-16,Nigeria,2,0,1440779824.0,1.564,1.015
2016-03-16,Nigeria,0,0,1381958653.0,1.52,0.689
2016-06-15,Nigeria,1,1,1407127232.0,1.374,0.95
2016-09-14,Nigeria,0,1,1371545062.0,1.637,0.764
2016-12-14,Nigeria,0,0,1416109608.0,1.672,1.139
2017-03-15,Nigeria,1,0,1390611384.0,1.572,0.931
2017-06-14,Nigeria,0,0,1407403444.0,1.392,1.064
2017-09-13,Nigeria,0,0,1411161831.0,1.626,0.97
2017-12-13,Nigeria,0,0,1421774107.0,1.656,1.293
2018-03-14,Nigeria,3,0,1423979972.0,1.64,0.962
2018-06-13,Nigeria,1,0,1469223461.0,1.541,0.887
2018-09-12,Nigeria,1,0,1397644704.0,1.41,1.013
2018-12-12,Nigeria,0,0,1393811202.0,1.877,0.935
2019-03-13,Nigeria,0,0,1446157017.0,1.5,0.793
2019-06-12,Nigeria,0,0,1383137144.0,1.467,1.017
2019-09-11,Nigeria,2,0,1428291782.0,1.663,1.001
2019-12-11,Nigeria,0,1,1449704989.0,1.613,1.12
2020-03-11,Nigeria,1,0,1421062825.0,1.411,1.266
2020-06-10,Nigeria,0,0,1468512546.0,1.595,0.945
2020-09-09,Nigeria,2,0,1385806754.0,1.643,1.109
2020-12-09,Nigeria,4,0,1432409644.0,1.66,1.143
2021-03-10,Nigeria,3,0,1437619246.0,1.691,0.916
2021-06-09,Nigeria,1,0,1452164046.0,1.373,0.91
2021-09-08,Nigeria,0,0,1418470753.0,1.575,1.038
2021-12-08,Nigeria,1,0,1433810735.0,1.294,0.831
2022-03-09,Nigeria,1,0,1425080501.0,1.826,1.104
2022-06-08,Nigeria,0,1,1385143812.0,1.571,1.079
2022-09-07,Nigeria,3,0,1387468465.0,2.044,1.075
2022-12-07,Nigeria,0,0,1481374250.0,1.515,0.95
2023-03-08,Nigeria,2,0,1415424685.0,1.471,0.829
2023-06-07,Nigeria,0,1,1435328978.0,1.723,1.019
2023-09-06,Nigeria,2,0,1457579889.0,1.638,0.616
2023-12-06,Nigeria,3,0,1438774648.0,1.665,1.009
2024-03-06,Nigeria,1,0,1428701519.0,1.613,1.06
2024-06-05,Nigeria,5,0,1402569879.0,1.657,0.997
2024-09-04,Nigeria,4,0,1392310385.0,1.629,1.091
2024-12-04,Nigeria,1,0,1379248585.0,1.706,0.925
2025-03-05,Nigeria,2,1,1419225287.0,1.569,0.866
2025-06-04,Nigeria,1,0,1496634698.0,1.486,0.969
2025-09-03,Nigeria,3,0,1438929853.0,1.357,0.965
2025-12-03,Nigeria,5,0,1424169939.0,1.713,0.924
2026-03-04,Nigeria,1,0,1359974811.0,1.565,0.883
2003-01-01,Norway,1,0,1996916290.0,1.966,0.835
2003-04-02,Norway,0,2,1988291516.0,1.933,0.695
2003-07-02,Norway,1,1,2017851264.0,1.99,0.742
2003-10-01,Norway,1,0,2020607873.0,1.87,0.664
2003-12-31,Norway,0,0,2006772987.0,1.939,0.706
2004-03-31,Norway,2,1,1967200643.0,1.746,0.861
2004-06-30,Norway,1,1,2001705104.0,1.716,0.631
2004-09-29,Norway,0,0,1998021394.0,1.906,0.821
2004-12-29,Norway,3,0,1916244258.0,1.953,0.605
2005-03-30,Norway,1,1,1992940732.0,1.759,0.692
2005-06-29,Norway,2,0,2003631929.0,1.647,0.653
2005-09-28,Norway,1,0,1978625872.0,1.89,0.668
2005-12-28,Norway,1,1,1975045045.0,1.771,0.652
2006-03-29,Norway,2,0,1984654043.0,1.68,0.591
2006-06-28,Norway,0,1,1934477089.0,1.872,0.717
2006-09-27,Norway,1,0,1968604195.0,1.59,0.58
2006-12-27,Norway,0,1,1978156898.0,1.852,0.867
2007-03-28,Norway,2,1,1933493227.0,1.86,0.569
2007-06-27,Norway,0,0,1981319909.0,1.969,0.378
2007-09-26,Norway,2,1,1961361328.0,1.896,0.77
2007-12-26,Norway,1,1,1986085973.0,2.269,0.67
2008-03-26,Norway,2,0,2004910524.0,1.722,0.745
2008-06-25,Norway,3,0,1952172192.0,1.917,0.556
2008-09-24,Norway,2,0,2009528158.0,1.801,0.778
2008-12-24,Norway,3,0,2028748436.0,2.16,0.598
2009-03-25,Norway,1,0,1973617685.0,1.871,0.65
2009-06-24,Norway,1,0,1958989533.0,2.006,0.648
2009-09-23,Norway,1,1,2015617488.0,2.13,0.791
2009-12-23,Norway,0,0,1927466535.0,1.962,0.608
2010-03-24,Norway,5,0,1960631672.0,1.891,0.541
2010-06-23,Norway,2,0,1983816684.0,1.881,0.905
2010-09-22,Norway,1,0,1957953920.0,1.796,0.722
2010-12-22,Norway,0,0,1957169157.0,1.625,0.408
2011-03-23,Norway,0,1,1962852483.0,1.835,0.41
2011-06-22,Norway,1,0,1999602743.0,2.168,0.813
2011-09-21,Norway,1,1,2031062948.0,2.149,1.065
2011-12-21,Norway,2,0,1966644006.0,1.849,0.947
2012-03-21,Norway,1,0,1961374476.0,1.889,0.742
2012-06-20,Norway,2,0,2001125168.0,2.039,0.648
2012-09-19,Norway,2,1,1953129694.0,2.101,0.832
2012-12-19,Norway,0,0,1979169278.0,2.123,0.806
2013-03-20,Norway,0,0,1962608061.0,1.806,0.979
2013-06-19,Norway,1,1,1934062791.0,1.853,0.681
2013-09-18,Norway,1,0,2016637425.0,1.863,0.66
2013-12-18,Norway,2,0,1960234363.0,1.972,0.682
2014-03-19,Norway,3,0,1986308878.0,1.497,0.639
2014-06-18,Norway,3,1,1926002456.0,1.943,0.982
2014-09-17,Norway,3,0,2043096302.0,1.886,0.834
2014-12-17,Norway,1,0,1938578290.0,1.751,0.721
2015-03-18,Norway,1,0,2012861951.0,1.833,0.689
2015-06-17,Norway,0,0,1978706057.0,1.904,0.832
2015-09-16,Norway,0,0,1980405263.0,2.108,0.84
2015-12-16,Norway,0,0,1994407921.0,1.741,0.46
2016-03-16,Norway,0,1,1928471059.0,1.961,0.763
2016-06-15,Norway,0,0,1970051102.0,1.953,0.618
2016-09-14,Norway,0,0,1940817546.0,1.973,0.919
2016-12-14,Norway,1,0,2004911377.0,1.749,0.846
2017-03-15,Norway,1,0,1976170920.0,1.857,0.782
2017-06-14,Norway,3,1,1962978218.0,2.05,0.574
2017-09-13,Norway,2,0,2001145855.0,1.95,0.583
2017-12-13,Norway,1,0,1960950858.0,2.148,0.736
2018-03-14,Norway,0,1,1995116360.0,1.69,0.856
2018-06-13,Norway,1,0,1962234755.0,1.894,0.602
2018-09-12,Norway,1,0,1934206877.0,1.772,0.836
2018-12-12,Norway,4,0,1975339797.0,1.848,0.488
2019-03-13,Norway,2,0,1935402343.0,2.026,0.438
2019-06-12,Norway,1,0,1998774877.0,2.054,0.959
2019-09-11,Norway,0,0,1963586941.0,1.906,0.556
2019-12-11,Norway,2,0,2000199599.0,1.715,0.725
2020-03-11,Norway,0,0,1974637860.0,1.767,0.731
2020-06-10,Norway,3,0,1992887734.0,1.956,0.637
2020-09-09,Norway,1,0,1933339801.0,1.964,0.69
2020-12-09,Norway,0,0,1954529397.0,1.879,0.647
2021-03-10,Norway,0,0,1979003648.0,1.927,0.556
2021-06-09,Norway,1,1,1995747220.0,1.749,0.615
2021-09-08,Norway,2,0,1996825797.0,1.81,0.629
2021-12-08,Norway,4,0,2015219650.0,1.86,0.719
2022-03-09,Norway,2,0,1981546038.0,2.118,0.832
2022-06-08,Norway,0,0,2048541022.0,1.899,0.793
2022-09-07,Norway,0,0,2013233068.0,1.671,0.746
2022-12-07,Norway,1,0,2028372798.0,2.318,0.581
2023-03-08,Norway,0,0,1927183910.0,1.856,0.7
2023-06-07,Norway,0,0,2008897723.0,1.702,0.758
2023-09-06,Norway,2,1,1964911624.0,1.887,0.627
2023-12-06,Norway,2,0,2003775030.0,1.942,0.718
2024-03-06,Norway,1,0,1957705730.0,2.131,0.799
2024-06-05,Norway,0,0,1995937418.0,1.759,0.671
2024-09-04,Norway,0,0,1982225809.0,1.736,0.785
2024-12-04,Norway,0,0,1996690267.0,1.845,0.517
2025-03-05,Norway,1,1,2024409189.0,1.943,0.486
2025-06-04,Norway,4,0,2000405328.0,2.074,0.576
