date,home_team,away_team,home_score,away_score,tournament,neutral,country
2011-08-17,Serbia,Australia,5,1,Friendly,False,Serbia
2011-08-21,Mexico,Netherlands,2,0,Friendly,False,Mexico
2011-08-25,Tunisia,Senegal,0,0,World Cup qualification,False,Tunisia
2011-08-29,England,Sweden,2,3,Friendly,True,Neutral
2011-09-02,Japan,Scotland,1,1,Friendly,False,Japan
2011-09-06,Serbia,Uruguay,2,2,World Cup qualification,False,Serbia
2011-09-09,Ecuador,Costa Rica,1,0,Friendly,False,Ecuador
2011-09-13,Costa Rica,Turkey,1,0,Friendly,False,Costa Rica
2011-09-17,Morocco,Mexico,1,3,Friendly,True,Neutral
2011-09-21,Canada,Italy,3,2,UEFA Euro,False,Canada
2011-09-25,Chile,Sweden,1,0,Friendly,True,Neutral
2011-09-29,Ukraine,Turkey,1,0,Friendly,False,Ukraine
2011-10-03,Poland,Netherlands,0,1,World Cup qualification,False,Poland
2011-10-07,Switzerland,Cameroon,2,1,Friendly,False,Switzerland
2011-10-10,Poland,South Korea,1,2,Copa America,False,Poland
2011-10-14,Netherlands,Ivory Coast,1,1,World Cup qualification,True,Neutral
2011-10-18,Ivory Coast,Switzerland,0,4,Nations League,False,Ivory Coast
2011-10-22,Serbia,Algeria,3,2,Friendly,False,Serbia
2011-10-26,Croatia,Turkey,1,0,FIFA World Cup,True,Neutral
2011-10-30,Iran,Germany,0,1,Friendly,True,Neutral
2011-11-03,Brazil,Colombia,2,2,UEFA Euro,False,Brazil
2011-11-06,Tunisia,Iran,2,0,Friendly,False,Tunisia
2011-11-10,Tunisia,Denmark,3,4,Copa America,False,Tunisia
2011-11-14,Mexico,Ghana,3,1,UEFA Euro,True,Neutral
2011-11-18,Turkey,Portugal,1,2,UEFA Euro,False,Turkey
2011-11-22,Netherlands,Spain,1,2,UEFA Euro,False,Netherlands
2011-11-26,Ukraine,Nigeria,1,1,Friendly,True,Neutral
2011-11-30,Canada,Ecuador,1,1,Nations League,True,Neutral
2011-12-03,Italy,Denmark,2,0,Friendly,False,Italy
2011-12-07,Costa Rica,Poland,2,2,Friendly,False,Costa Rica
2011-12-11,Serbia,Mexico,3,1,Friendly,False,Serbia
2011-12-15,Spain,Algeria,3,2,Copa America,False,Spain
2011-12-19,Brazil,Canada,1,2,Friendly,True,Neutral
2011-12-23,Uruguay B,Mexico,2,1,World Cup qualification,False,Uruguay B
2011-12-27,Iran,Serbia,0,0,Friendly,False,Iran
2011-12-30,South Korea,Uruguay B,1,2,Copa America,False,South Korea
2012-01-03,Poland,France,1,4,World Cup qualification,False,Poland
2012-01-07,Nigeria,Netherlands,1,0,Friendly,True,Neutral
2012-01-11,Brazil,Scotland,6,2,Friendly,False,Brazil
2012-01-15,Sweden,Ghana,3,1,Friendly,False,Sweden
2012-01-19,USA,Iran,0,2,Nations League,True,Neutral
2012-01-23,Spain,Serbia,4,0,Friendly,False,Spain
2012-01-26,Norway,Scotland,0,2,Friendly,True,Neutral
2012-01-30,Mexico,Nigeria,0,1,UEFA Euro,True,Neutral
2012-02-03,France,Brazil,2,1,Friendly,False,France
2012-02-07,Argentina,Canada,2,1,Friendly,True,Neutral
2012-02-11,Costa Rica,South Korea,0,2,Copa America,False,Costa Rica
2012-02-15,Uruguay,Germany,1,1,World Cup qualification,True,Neutral
2012-02-19,Scotland,Turkey,2,0,Friendly,False,Scotland
2012-02-23,Norway,Panama,2,0,World Cup qualification,False,Norway
2012-02-26,Nigeria,Morocco,0,1,FIFA World Cup,True,Neutral
2012-03-01,Ecuador,Netherlands,2,1,Friendly,False,Ecuador
2012-03-05,Wales,Morocco,2,1,Friendly,True,Neutral
2012-03-09,Uruguay,Uruguay B,0,2,World Cup qualification,False,Uruguay
2012-03-13,Italy,Qatar,4,1,Nations League,False,Italy
2012-03-17,Spain,Costa Rica,5,1,FIFA World Cup,False,Spain
2012-03-21,France,Costa Rica,2,2,Friendly,False,France
2012-03-24,Denmark,South Korea,3,1,Friendly,False,Denmark
2012-03-28,Mexico,Morocco,1,1,Friendly,True,Neutral
2012-04-01,South Korea,England,0,1,Friendly,False,South Korea
2012-04-05,Argentina,Saudi Arabia,1,0,World Cup qualification,False,Argentina
2012-04-09,Ivory Coast,Scotland,2,0,World Cup qualification,False,Ivory Coast
2012-04-13,Nigeria,Ukraine,0,5,World Cup qualification,True,Neutral
2012-04-17,Senegal,Iran,0,1,FIFA World Cup,False,Senegal
2012-04-20,Cameroon,Croatia,0,2,Friendly,False,Cameroon
2012-04-24,Cameroon,Ivory Coast,1,2,UEFA Euro,True,Neutral
2012-04-28,Qatar,Serbia,1,1,FIFA World Cup,False,Qatar
2012-05-02,South Korea,Netherlands,1,1,Nations League,True,Neutral
2012-05-06,Turkey,Poland,1,1,Friendly,True,Neutral
2012-05-10,Cameroon,Saudi Arabia,0,0,Nations League,False,Cameroon
2012-05-14,Ukraine,Spain,2,2,Friendly,False,Ukraine
2012-05-17,Morocco,Portugal,0,4,World Cup qualification,False,Morocco
2012-05-21,Argentina,Costa Rica,1,1,Friendly,False,Argentina
2012-05-25,Mexico,Senegal,2,0,World Cup qualification,True,Neutral
2012-05-29,Brazil,Qatar,4,0,Friendly,False,Brazil
2012-06-02,Cameroon,Portugal,1,3,World Cup qualification,False,Cameroon
2012-06-06,Canada,Brazil,1,2,Nations League,False,Canada
2012-06-10,Ecuador,Belgium,1,2,UEFA Euro,False,Ecuador
2012-06-14,Portugal,Mexico,4,0,World Cup qualification,False,Portugal
2012-06-17,Austria,Spain,1,2,World Cup qualification,False,Austria
2012-06-21,Ghana,Iran,0,4,Friendly,True,Neutral
2012-06-25,Mexico,USA,2,0,World Cup qualification,False,Mexico
2012-06-29,USA,Iran,3,1,Friendly,False,USA
2012-07-03,Morocco,Tunisia,3,1,Friendly,True,Neutral
2012-07-07,Iran,Japan,1,2,Friendly,False,Iran
2012-07-11,Germany,USA,3,0,Friendly,True,Neutral
2012-07-14,Netherlands,Poland,1,2,World Cup qualification,False,Netherlands
2012-07-18,Senegal,Spain,0,4,FIFA World Cup,True,Neutral
2012-07-22,Cameroon,Brazil,1,3,Friendly,False,Cameroon
2012-07-26,Mexico,Croatia,1,3,World Cup qualification,False,Mexico
2012-07-30,Saudi Arabia,Netherlands,0,2,Friendly,False,Saudi Arabia
2012-08-03,Wales,Italy,1,1,UEFA Euro,False,Wales
2012-08-07,Scotland,Chile,1,0,Friendly,True,Neutral
2012-08-10,Switzerland,Serbia,2,1,Friendly,True,Neutral
2012-08-14,Portugal,Serbia,1,0,UEFA Euro,False,Portugal
2012-08-18,France,Portugal,2,1,Friendly,False,France
2012-08-22,Iran,Cameroon,1,0,UEFA Euro,False,Iran
2012-08-26,Peru,Egypt,2,2,Friendly,False,Peru
2012-08-30,Argentina,France,0,1,Nations League,True,Neutral
2012-09-03,Peru,Switzerland,1,0,World Cup qualification,False,Peru
2012-09-06,Qatar,Croatia,2,4,Friendly,False,Qatar
2012-09-10,Uruguay,Switzerland,1,2,Copa America,False,Uruguay
2012-09-14,Germany,Belgium,6,0,UEFA Euro,True,Neutral
2012-09-18,Italy,Belgium,1,1,World Cup qualification,False,Italy
2012-09-22,Canada,Ukraine,0,1,Friendly,True,Neutral
2012-09-26,Nigeria,Ukraine,2,0,World Cup qualification,True,Neutral
2012-09-30,Canada,Wales,1,1,World Cup qualification,False,Canada
2012-10-03,England,Mexico,1,1,Friendly,True,Neutral
2012-10-07,Qatar,Denmark,1,1,World Cup qualification,False,Qatar
2012-10-11,Scotland,Turkey,1,2,Friendly,False,Scotland
2012-10-15,Australia,France,0,0,Friendly,False,Australia
2012-10-19,Scotland,Germany,2,3,World Cup qualification,False,Scotland
2012-10-23,Germany,Cameroon,4,0,Friendly,False,Germany
2012-10-27,South Korea,Peru,1,1,Friendly,True,Neutral
2012-10-31,USA,Cameroon,1,2,Friendly,False,USA
2012-11-03,Ecuador,Germany,0,0,Nations League,True,Neutral
2012-11-07,Canada,Uruguay,0,3,FIFA World Cup,False,Canada
2012-11-11,Tunisia,Argentina,0,6,Copa America,False,Tunisia
2012-11-15,Senegal,Brazil,0,3,Friendly,False,Senegal
2012-11-19,Wales,Spain,0,5,World Cup qualification,True,Neutral
2012-11-23,USA,Mexico,0,1,Nations League,False,USA
2012-11-27,South Korea,Argentina,0,7,Friendly,True,Neutral
2012-11-30,Switzerland,Germany,1,0,Friendly,True,Neutral
2012-12-04,USA,Spain,1,2,FIFA World Cup,False,USA
2012-12-08,Qatar,Tunisia,1,2,World Cup qualification,False,Qatar
2012-12-12,Panama,Poland,4,0,Friendly,False,Panama
2012-12-16,Saudi Arabia,Sweden,2,1,World Cup qualification,False,Saudi Arabia
2012-12-20,Iran,Japan,1,1,World Cup qualification,True,Neutral
2012-12-24,Ecuador,Turkey,3,0,Friendly,False,Ecuador
2012-12-27,Saudi Arabia,Ecuador,4,2,World Cup qualification,True,Neutral
2012-12-31,Argentina,Saudi Arabia,6,0,World Cup qualification,True,Neutral
2013-01-04,Netherlands,Tunisia,4,0,Nations League,False,Netherlands
2013-01-08,Peru,Panama,0,1,World Cup qualification,False,Peru
2013-01-12,Ivory Coast,Nigeria,2,2,World Cup qualification,True,Neutral
2013-01-16,Denmark,Germany,2,0,World Cup qualification,True,Neutral
2013-01-20,Serbia,Peru,1,3,Friendly,True,Neutral
2013-01-23,France,Germany,3,0,Friendly,False,France
2013-01-27,Ecuador,Colombia,2,3,Copa America,True,Neutral
2013-01-31,Brazil,Wales,6,0,Nations League,False,Brazil
2013-02-04,Ukraine,Portugal,2,4,Friendly,False,Ukraine
2013-02-08,Mexico,Spain,0,1,Friendly,False,Mexico
2013-02-12,Croatia,Mexico,1,1,Friendly,True,Neutral
2013-02-16,Colombia,Uruguay,1,1,Nations League,False,Colombia
2013-02-19,Spain,Belgium,2,2,Friendly,False,Spain
2013-02-23,Argentina,Iran,5,0,World Cup qualification,False,Argentina
2013-02-27,Morocco,Italy,0,1,World Cup qualification,False,Morocco
2013-03-03,Iran,Croatia,0,1,Copa America,False,Iran
2013-03-07,Spain,Egypt,1,1,World Cup qualification,False,Spain
2013-03-11,Spain,Switzerland,1,0,Friendly,True,Neutral
2013-03-15,Spain,Japan,3,3,Nations League,False,Spain
2013-03-19,Australia,Scotland,3,1,Friendly,True,Neutral
2013-03-22,Ivory Coast,Argentina,0,1,Friendly,False,Ivory Coast
2013-03-26,Uruguay,Croatia,1,4,Nations League,False,Uruguay
2013-03-30,Morocco,Ivory Coast,3,0,World Cup qualification,False,Morocco
2013-04-03,Tunisia,Netherlands,1,1,Friendly,True,Neutral
2013-04-07,Brazil,Uruguay B,4,0,Nations League,True,Neutral
2013-04-11,Poland,Tunisia,1,2,Nations League,True,Neutral
2013-04-15,Australia,Poland,2,2,FIFA World Cup,False,Australia
2013-04-18,Mexico,Poland,1,3,FIFA World Cup,True,Neutral
2013-04-22,Scotland,Ivory Coast,0,0,Nations League,True,Neutral
2013-04-26,Sweden,Cameroon,0,0,Copa America,False,Sweden
2013-04-30,Ecuador,Australia,5,1,Nations League,False,Ecuador
2013-05-04,Saudi Arabia,Mexico,3,2,Nations League,False,Saudi Arabia
2013-05-08,Ukraine,Iran,2,3,UEFA Euro,False,Ukraine
2013-05-12,Colombia,Qatar,3,4,Copa America,True,Neutral
2013-05-15,Croatia,Germany,3,1,Copa America,False,Croatia
2013-05-19,Chile,Serbia,1,1,World Cup qualification,False,Chile
2013-05-23,Uruguay,Ecuador,2,1,Nations League,False,Uruguay
2013-05-27,Panama,Qatar,0,2,Nations League,False,Panama
2013-05-31,Brazil,Serbia,4,1,World Cup qualification,False,Brazil
2013-06-04,Mexico,Germany,0,3,FIFA World Cup,False,Mexico
2013-06-08,Peru,Scotland,1,3,Copa America,True,Neutral
2013-06-11,Belgium,Iran,3,1,Nations League,False,Belgium
2013-06-15,Wales,Ukraine,1,1,Nations League,False,Wales
2013-06-19,Netherlands,Serbia,2,2,Friendly,True,Neutral
2013-06-23,Uruguay B,Mexico,5,2,World Cup qualification,False,Uruguay B
2013-06-27,Colombia,Wales,2,2,Friendly,False,Colombia
2013-07-01,Chile,Tunisia,3,2,Copa America,False,Chile
2013-07-05,Iran,Portugal,0,1,Copa America,False,Iran
2013-07-08,France,Iran,1,0,Friendly,True,Neutral
2013-07-12,Scotland,Nigeria,0,2,Friendly,False,Scotland
2013-07-16,Cameroon,Australia,1,0,World Cup qualification,False,Cameroon
2013-07-20,Colombia,USA,0,1,Nations League,False,Colombia
2013-07-24,Colombia,Egypt,1,0,Friendly,False,Colombia
2013-07-28,Tunisia,Belgium,3,1,Friendly,False,Tunisia
2013-08-01,Chile,Serbia,1,0,Friendly,False,Chile
2013-08-05,Norway,Chile,3,0,Friendly,False,Norway
2013-08-08,France,Peru,2,0,Friendly,False,France
2013-08-12,Egypt,Chile,0,3,World Cup qualification,True,Neutral
2013-08-16,Australia,USA,0,1,Nations League,True,Neutral
2013-08-20,Switzerland,Tunisia,1,1,World Cup qualification,False,Switzerland
2013-08-24,Austria,Scotland,2,3,World Cup qualification,False,Austria
2013-08-28,Spain,Ivory Coast,0,0,FIFA World Cup,False,Spain
2013-09-01,Mexico,Wales,3,1,Friendly,False,Mexico
2013-09-04,Germany,Spain,3,0,Friendly,False,Germany
2013-09-08,Serbia,Costa Rica,2,0,Friendly,False,Serbia
2013-09-12,Morocco,Croatia,1,1,Nations League,True,Neutral
2013-09-16,Saudi Arabia,Netherlands,0,1,Friendly,False,Saudi Arabia
2013-09-20,Saudi Arabia,Germany,0,1,Friendly,False,Saudi Arabia
2013-09-24,Panama,Japan,2,4,UEFA Euro,False,Panama
2013-09-28,Serbia,Panama,1,2,Friendly,False,Serbia
2013-10-01,Cameroon,Costa Rica,2,1,Friendly,False,Cameroon
2013-10-05,Belgium,Costa Rica,5,1,Friendly,False,Belgium
2013-10-09,Peru,Netherlands,2,5,UEFA Euro,True,Neutral
2013-10-13,Netherlands,Nigeria,1,0,Friendly,True,Neutral
2013-10-17,Uruguay B,Scotland,1,1,Friendly,False,Uruguay B
2013-10-21,Costa Rica,Austria,1,0,World Cup qualification,True,Neutral
2013-10-25,Uruguay B,Poland,1,2,Copa America,True,Neutral
2013-10-28,Panama,Serbia,0,0,Friendly,False,Panama
2013-11-01,Morocco,Norway,2,1,FIFA World Cup,False,Morocco
2013-11-05,Austria,Cameroon,1,2,Friendly,False,Austria
2013-11-09,England,Ivory Coast,3,0,Friendly,False,England
2013-11-13,Uruguay B,Spain,1,3,Friendly,False,Uruguay B
2013-11-17,Tunisia,Morocco,1,0,Nations League,False,Tunisia
2013-11-21,Argentina,Panama,3,0,World Cup qualification,False,Argentina
2013-11-25,Costa Rica,Switzerland,2,3,Nations League,False,Costa Rica
2013-11-28,Costa Rica,Algeria,0,0,Friendly,False,Costa Rica
2013-12-02,Australia,Scotland,0,2,Copa America,False,Australia
2013-12-06,Argentina,Netherlands,1,1,World Cup qualification,False,Argentina
2013-12-10,England,Brazil,0,0,Copa America,False,England
2013-12-14,Senegal,Qatar,3,0,World Cup qualification,False,Senegal
2013-12-18,France,Peru,3,2,Friendly,False,France
2013-12-22,Ukraine,Serbia,0,2,Friendly,True,Neutral
2013-12-25,Cameroon,Canada,0,4,Friendly,True,Neutral
2013-12-29,Scotland,Costa Rica,2,2,World Cup qualification,True,Neutral
2014-01-02,Netherlands,Spain,1,1,Friendly,False,Netherlands
2014-01-06,Egypt,Tunisia,3,1,Nations League,False,Egypt
2014-01-10,Croatia,Mexico,0,1,UEFA Euro,True,Neutral
2014-01-14,Brazil,Egypt,2,1,Friendly,True,Neutral
2014-01-18,Uruguay,Germany,2,1,Friendly,True,Neutral
2014-01-21,Netherlands,Ivory Coast,4,1,World Cup qualification,False,Netherlands
2014-01-25,Germany,Serbia,0,0,UEFA Euro,False,Germany
2014-01-29,Senegal,South Korea,1,1,World Cup qualification,False,Senegal
2014-02-02,Netherlands,Turkey,4,1,Friendly,False,Netherlands
2014-02-06,Netherlands,Ghana,1,1,Nations League,True,Neutral
2014-02-10,Nigeria,England,3,3,FIFA World Cup,False,Nigeria
2014-02-14,Spain,Tunisia,2,0,Friendly,False,Spain
2014-02-17,Ghana,Denmark,1,5,World Cup qualification,False,Ghana
2014-02-21,Ivory Coast,South Korea,0,2,Friendly,False,Ivory Coast
2014-02-25,Portugal,Denmark,2,2,World Cup qualification,False,Portugal
2014-03-01,Chile,USA,2,1,World Cup qualification,False,Chile
2014-03-05,Sweden,Panama,3,0,UEFA Euro,False,Sweden
2014-03-09,Australia,Mexico,1,1,Friendly,False,Australia
2014-03-13,Argentina,Senegal,0,0,World Cup qualification,True,Neutral
2014-03-16,Uruguay B,France,3,2,Friendly,True,Neutral
2014-03-20,Chile,Nigeria,3,3,FIFA World Cup,True,Neutral
2014-03-24,Ivory Coast,Cameroon,2,1,World Cup qualification,False,Ivory Coast
2014-03-28,Argentina,Belgium,1,0,Nations League,False,Argentina
2014-04-01,Serbia,Canada,3,0,Friendly,False,Serbia
2014-04-05,Uruguay,Uruguay B,3,1,Friendly,True,Neutral
2014-04-09,Serbia,Spain,1,1,World Cup qualification,False,Serbia
2014-04-13,Croatia,France,1,0,Friendly,False,Croatia
2014-04-16,Turkey,Colombia,0,0,World Cup qualification,False,Turkey
2014-04-20,USA,Nigeria,1,3,UEFA Euro,False,USA
2014-04-24,Norway,Qatar,2,3,Friendly,True,Neutral
2014-04-28,Netherlands,Sweden,1,0,Copa America,True,Neutral
2014-05-02,Chile,Saudi Arabia,3,0,Friendly,False,Chile
2014-05-06,England,Algeria,2,3,Nations League,True,Neutral
2014-05-10,Brazil,Belgium,5,2,Friendly,False,Brazil
2014-05-13,South Korea,France,3,5,Friendly,False,South Korea
2014-05-17,Japan,Scotland,1,1,Friendly,True,Neutral
2014-05-21,Switzerland,Iran,1,1,World Cup qualification,True,Neutral
2014-05-25,Portugal,Turkey,1,2,World Cup qualification,False,Portugal
2014-05-29,Wales,Norway,0,2,Nations League,False,Wales
2014-06-02,Sweden,Wales,2,0,Copa America,False,Sweden
2014-06-06,Colombia,Chile,3,1,Nations League,False,Colombia
2014-06-09,Canada,Chile,1,1,Friendly,False,Canada
2014-06-13,Turkey,Panama,1,4,World Cup qualification,True,Neutral
2014-06-17,Belgium,Panama,1,0,Friendly,True,Neutral
2014-06-21,Ivory Coast,Nigeria,2,3,Friendly,True,Neutral
2014-06-25,USA,Brazil,1,0,Friendly,False,USA
2014-06-29,USA,France,0,2,Friendly,False,USA
2014-07-03,Argentina,Portugal,2,1,Friendly,False,Argentina
2014-07-06,Japan,Turkey,1,1,Friendly,False,Japan
2014-07-10,Sweden,Algeria,3,1,World Cup qualification,False,Sweden
2014-07-14,Cameroon,USA,1,2,Friendly,False,Cameroon
2014-07-18,Uruguay,France,4,0,Friendly,True,Neutral
2014-07-22,Wales,Scotland,4,4,FIFA World Cup,False,Wales
2014-07-26,Canada,Nigeria,2,0,Friendly,False,Canada
2014-07-30,Brazil,Senegal,4,0,FIFA World Cup,True,Neutral
2014-08-02,Austria,Ukraine,3,1,Friendly,False,Austria
2014-08-06,Brazil,Australia,4,0,Nations League,False,Brazil
2014-08-10,Poland,Austria,1,2,Friendly,False,Poland
2014-08-14,Wales,Cameroon,1,2,Friendly,False,Wales
2014-08-18,Ghana,Nigeria,1,1,Friendly,False,Ghana
2014-08-22,Mexico,Japan,0,0,Copa America,False,Mexico
2014-08-26,Qatar,Canada,2,2,Friendly,False,Qatar
2014-08-30,Portugal,Mexico,2,1,World Cup qualification,False,Portugal
2014-09-02,Italy,Tunisia,2,0,UEFA Euro,True,Neutral
2014-09-06,South Korea,Iran,1,2,Nations League,False,South Korea
2014-09-10,Brazil,Cameroon,3,3,Friendly,False,Brazil
2014-09-14,Egypt,Norway,0,1,Friendly,True,Neutral
2014-09-18,Australia,Uruguay,1,1,Nations League,True,Neutral
2014-09-22,USA,Ivory Coast,1,0,World Cup qualification,False,USA
2014-09-26,Serbia,Ivory Coast,1,0,Friendly,False,Serbia
2014-09-29,Panama,Belgium,2,3,Friendly,False,Panama
2014-10-03,Sweden,Nigeria,1,0,World Cup qualification,True,Neutral
2014-10-07,Mexico,Scotland,2,1,Nations League,False,Mexico
2014-10-11,Spain,Panama,5,1,Friendly,False,Spain
2014-10-15,Austria,Ecuador,4,2,World Cup qualification,False,Austria
2014-10-19,Scotland,Australia,1,1,Copa America,False,Scotland
2014-10-23,Germany,Australia,3,0,Friendly,False,Germany
2014-10-26,Senegal,Germany,0,1,Copa America,False,Senegal
2014-10-30,Morocco,Ivory Coast,1,1,Friendly,False,Morocco
2014-11-03,USA,Italy,2,1,World Cup qualification,False,USA
2014-11-07,Cameroon,Serbia,2,2,Friendly,True,Neutral
2014-11-11,England,Nigeria,1,1,World Cup qualification,False,England
2014-11-15,Colombia,Spain,1,2,Friendly,True,Neutral
2014-11-19,Sweden,Nigeria,1,1,Friendly,True,Neutral
2014-11-22,Uruguay,Morocco,2,1,Friendly,False,Uruguay
2014-11-26,Denmark,Canada,1,3,Friendly,True,Neutral
2014-11-30,Portugal,Uruguay B,1,0,Friendly,True,Neutral
2014-12-04,Uruguay B,Peru,1,0,Friendly,True,Neutral
2014-12-08,Croatia,USA,3,3,Copa America,True,Neutral
2014-12-12,Senegal,Ghana,3,1,World Cup qualification,False,Senegal
2014-12-16,Uruguay,Argentina,1,2,Friendly,False,Uruguay
2014-12-19,Chile,Ecuador,1,0,Nations League,False,Chile
2014-12-23,Norway,Ecuador,1,1,World Cup qualification,False,Norway
2014-12-27,Austria,South Korea,0,0,Friendly,False,Austria
2014-12-31,Canada,Ukraine,0,1,Friendly,False,Canada
2015-01-04,Switzerland,Spain,0,0,Nations League,False,Switzerland
2015-01-08,Ecuador,Chile,2,1,World Cup qualification,False,Ecuador
2015-01-12,Egypt,Mexico,3,1,UEFA Euro,False,Egypt
2015-01-16,Cameroon,Belgium,0,1,World Cup qualification,False,Cameroon
2015-01-19,Denmark,Nigeria,2,1,Friendly,False,Denmark
2015-01-23,Denmark,Poland,2,1,Nations League,True,Neutral
2015-01-27,Costa Rica,Serbia,2,1,FIFA World Cup,False,Costa Rica
2015-01-31,Egypt,England,0,4,Copa America,False,Egypt
2015-02-04,Poland,Croatia,1,1,World Cup qualification,True,Neutral
2015-02-08,Peru,Panama,1,4,Friendly,False,Peru
2015-02-12,Colombia,Egypt,1,2,Friendly,True,Neutral
2015-02-15,Brazil,Colombia,1,0,FIFA World Cup,False,Brazil
2015-02-19,Australia,Mexico,0,2,Friendly,True,Neutral
2015-02-23,USA,Portugal,2,2,FIFA World Cup,False,USA
2015-02-27,Chile,South Korea,0,1,Friendly,False,Chile
2015-03-03,Morocco,Peru,5,0,Friendly,False,Morocco
2015-03-07,Australia,USA,1,3,World Cup qualification,False,Australia
2015-03-11,Croatia,Japan,2,2,Friendly,False,Croatia
2015-03-14,Portugal,South Korea,0,0,Nations League,False,Portugal
2015-03-18,France,Switzerland,2,0,Nations League,True,Neutral
2015-03-22,Poland,Switzerland,1,1,Nations League,False,Poland
2015-03-26,Germany,Chile,1,0,World Cup qualification,True,Neutral
2015-03-30,Ecuador,Uruguay B,0,0,Nations League,False,Ecuador
2015-04-03,Croatia,Portugal,1,0,Friendly,False,Croatia
2015-04-07,Wales,Canada,0,0,UEFA Euro,False,Wales
2015-04-10,Mexico,Switzerland,0,3,FIFA World Cup,True,Neutral
2015-04-14,Denmark,Mexico,0,1,Friendly,False,Denmark
2015-04-18,Serbia,Peru,1,1,Friendly,False,Serbia
2015-04-22,Uruguay B,Chile,3,2,Nations League,True,Neutral
2015-04-26,Ecuador,Ghana,0,3,UEFA Euro,True,Neutral
2015-04-30,Mexico,Costa Rica,6,0,Friendly,False,Mexico
2015-05-04,Italy,Norway,1,4,Friendly,False,Italy
2015-05-07,Brazil,Norway,1,3,Friendly,False,Brazil
2015-05-11,Qatar,Switzerland,1,0,World Cup qualification,False,Qatar
2015-05-15,Ivory Coast,Spain,0,2,Friendly,False,Ivory Coast
2015-05-19,Cameroon,Spain,1,3,Friendly,False,Cameroon
2015-05-23,Denmark,Scotland,1,1,Nations League,False,Denmark
2015-05-27,Cameroon,Brazil,0,1,UEFA Euro,False,Cameroon
2015-05-31,France,Saudi Arabia,5,0,Nations League,False,France
2015-06-04,England,Qatar,2,0,UEFA Euro,False,England
2015-06-07,Algeria,Nigeria,2,1,World Cup qualification,False,Algeria
2015-06-11,Canada,Wales,1,2,Nations League,False,Canada
2015-06-15,Qatar,Portugal,0,3,Friendly,False,Qatar
2015-06-19,Saudi Arabia,Mexico,1,1,Friendly,True,Neutral
2015-06-23,Japan,Croatia,2,3,Friendly,False,Japan
2015-06-27,Panama,Portugal,1,3,Friendly,False,Panama
2015-07-01,Portugal,Saudi Arabia,3,0,Friendly,True,Neutral
2015-07-04,Panama,Morocco,0,4,Friendly,True,Neutral
2015-07-08,Italy,Canada,5,1,Friendly,True,Neutral
2015-07-12,USA,Netherlands,0,2,Friendly,True,Neutral
2015-07-16,Uruguay,Norway,1,3,World Cup qualification,False,Uruguay
2015-07-20,Algeria,Ecuador,1,0,World Cup qualification,False,Algeria
2015-07-24,Ecuador,Cameroon,0,0,Friendly,False,Ecuador
2015-07-28,Algeria,Sweden,0,1,Friendly,False,Algeria
2015-07-31,Panama,Canada,4,0,Copa America,False,Panama
2015-08-04,Ivory Coast,Poland,2,1,Friendly,False,Ivory Coast
2015-08-08,Denmark,Egypt,1,1,Nations League,False,Denmark
2015-08-12,Tunisia,Denmark,0,0,Friendly,False,Tunisia
2015-08-16,Ghana,Ivory Coast,3,0,Friendly,False,Ghana
2015-08-20,South Korea,Saudi Arabia,3,0,World Cup qualification,False,South Korea
2015-08-24,Chile,Tunisia,1,1,Friendly,False,Chile
2015-08-27,England,Uruguay B,7,0,World Cup qualification,False,England
2015-08-31,Ghana,Portugal,1,4,Friendly,False,Ghana
2015-09-04,Costa Rica,Saudi Arabia,3,4,Friendly,True,Neutral
2015-09-08,Tunisia,Algeria,3,2,Friendly,False,Tunisia
2015-09-12,Ukraine,South Korea,1,1,Friendly,True,Neutral
2015-09-16,Belgium,Ghana,2,0,World Cup qualification,False,Belgium
2015-09-20,Ukraine,Serbia,4,0,Nations League,False,Ukraine
2015-09-24,Tunisia,Scotland,1,1,Friendly,False,Tunisia
2015-09-27,Ghana,Croatia,0,1,UEFA Euro,False,Ghana
2015-10-01,Uruguay,England,1,2,UEFA Euro,True,Neutral
2015-10-05,Uruguay B,Spain,1,3,Copa America,False,Uruguay B
2015-10-09,Serbia,Norway,0,0,World Cup qualification,False,Serbia
2015-10-13,Japan,Canada,5,2,World Cup qualification,True,Neutral
2015-10-17,Iran,Tunisia,0,3,UEFA Euro,True,Neutral
2015-10-21,Uruguay,Serbia,3,0,World Cup qualification,True,Neutral
2015-10-24,South Korea,Nigeria,0,1,World Cup qualification,False,South Korea
2015-10-28,Germany,Colombia,2,1,Friendly,False,Germany
2015-11-01,Scotland,Netherlands,1,1,World Cup qualification,False,Scotland
2015-11-05,Switzerland,Colombia,2,1,UEFA Euro,False,Switzerland
2015-11-09,Wales,France,1,3,Friendly,False,Wales
2015-11-13,Egypt,Chile,2,1,Copa America,True,Neutral
2015-11-17,Australia,Algeria,0,2,Nations League,True,Neutral
2015-11-20,Panama,Croatia,1,2,Copa America,True,Neutral
2015-11-24,Peru,France,0,2,World Cup qualification,True,Neutral
2015-11-28,Poland,Argentina,0,2,Friendly,True,Neutral
2015-12-02,Canada,Senegal,3,2,World Cup qualification,False,Canada
2015-12-06,Germany,Japan,3,2,Friendly,False,Germany
2015-12-10,Austria,Colombia,2,3,FIFA World Cup,False,Austria
2015-12-14,Costa Rica,Iran,2,1,World Cup qualification,True,Neutral
