as_of_date,team,average_age,total_caps,coach_tenure_days,fifa_confederation,source_url
2018-06-13,France,24.97,1170,1714,CAF,synthetic://sample-data
2018-12-12,France,27.45,1208,550,CAF,synthetic://sample-data
2019-06-12,France,25.24,1188,54,CAF,synthetic://sample-data
2019-12-11,France,26.19,1206,341,CAF,synthetic://sample-data
2020-06-10,France,24.23,1129,588,CAF,synthetic://sample-data
2020-12-09,France,27.97,1183,233,CAF,synthetic://sample-data
2021-06-09,France,25.99,1110,161,CAF,synthetic://sample-data
2021-12-08,France,25.84,1174,519,CAF,synthetic://sample-data
2022-06-08,France,23.47,1172,738,CAF,synthetic://sample-data
2022-12-07,France,26.85,1178,548,CAF,synthetic://sample-data
2023-06-07,France,24.57,1168,463,CAF,synthetic://sample-data
2023-12-06,France,27.1,1144,960,CAF,synthetic://sample-data
2024-06-05,France,23.81,1179,1188,CAF,synthetic://sample-data
2024-12-04,France,24.15,1153,344,CAF,synthetic://sample-data
2025-06-04,France,29.78,1126,379,CAF,synthetic://sample-data
2025-12-03,France,22.09,1250,280,CAF,synthetic://sample-data
2003-01-01,Germany,27.75,994,401,CONCACAF,synthetic://sample-data
2003-07-02,Germany,25.49,956,311,CONCACAF,synthetic://sample-data
2003-12-31,Germany,22.61,940,295,CONCACAF,synthetic://sample-data
2004-06-30,Germany,25.58,974,228,CONCACAF,synthetic://sample-data
2004-12-29,Germany,24.66,918,559,CONCACAF,synthetic://sample-data
2005-06-29,Germany,24.79,982,307,CONCACAF,synthetic://sample-data
2005-12-28,Germany,25.45,887,552,CONCACAF,synthetic://sample-data
2006-06-28,Germany,26.24,1001,556,CONCACAF,synthetic://sample-data
2006-12-27,Germany,23.51,1013,273,CONCACAF,synthetic://sample-data
2007-06-27,Germany,27.12,1013,497,CONCACAF,synthetic://sample-data
2007-12-26,Germany,22.33,993,160,CONCACAF,synthetic://sample-data
2008-06-25,Germany,25.46,959,854,CONCACAF,synthetic://sample-data
2008-12-24,Germany,28.35,1011,646,CONCACAF,synthetic://sample-data
2009-06-24,Germany,26.5,964,179,CONCACAF,synthetic://sample-data
2009-12-23,Germany,26.27,926,155,CONCACAF,synthetic://sample-data
2010-06-23,Germany,24.83,973,234,CONCACAF,synthetic://sample-data
2010-12-22,Germany,25.94,1044,507,CONCACAF,synthetic://sample-data
2011-06-22,Germany,26.59,989,499,CONCACAF,synthetic://sample-data
2011-12-21,Germany,26.3,988,633,CONCACAF,synthetic://sample-data
2012-06-20,Germany,26.44,1035,1719,CONCACAF,synthetic://sample-data
2012-12-19,Germany,25.3,978,855,CONCACAF,synthetic://sample-data
2013-06-19,Germany,26.01,960,514,CONCACAF,synthetic://sample-data
2013-12-18,Germany,23.18,1005,1233,CONCACAF,synthetic://sample-data
2014-06-18,Germany,27.45,950,325,CONCACAF,synthetic://sample-data
2014-12-17,Germany,24.94,959,557,CONCACAF,synthetic://sample-data
2015-06-17,Germany,26.54,950,787,CONCACAF,synthetic://sample-data
2015-12-16,Germany,29.44,975,1077,CONCACAF,synthetic://sample-data
2016-06-15,Germany,27.64,989,571,CONCACAF,synthetic://sample-data
2016-12-14,Germany,28.88,983,704,CONCACAF,synthetic://sample-data
2017-06-14,Germany,27.13,1024,701,CONCACAF,synthetic://sample-data
2017-12-13,Germany,28.02,986,510,CONCACAF,synthetic://sample-data
2018-06-13,Germany,24.8,973,805,CONCACAF,synthetic://sample-data
2018-12-12,Germany,29.7,980,788,CONCACAF,synthetic://sample-data
2019-06-12,Germany,24.23,995,659,CONCACAF,synthetic://sample-data
2019-12-11,Germany,28.52,944,811,CONCACAF,synthetic://sample-data
2020-06-10,Germany,28.34,1007,1158,CONCACAF,synthetic://sample-data
2020-12-09,Germany,24.32,1022,604,CONCACAF,synthetic://sample-data
2021-06-09,Germany,25.0,994,128,CONCACAF,synthetic://sample-data
2021-12-08,Germany,25.04,904,568,CONCACAF,synthetic://sample-data
2022-06-08,Germany,24.8,976,819,CONCACAF,synthetic://sample-data
2022-12-07,Germany,25.49,1020,193,CONCACAF,synthetic://sample-data
2023-06-07,Germany,29.12,950,528,CONCACAF,synthetic://sample-data
2023-12-06,Germany,26.2,964,902,CONCACAF,synthetic://sample-data
2024-06-05,Germany,29.22,978,661,CONCACAF,synthetic://sample-data
2024-12-04,Germany,26.62,1072,311,CONCACAF,synthetic://sample-data
2025-06-04,Germany,26.68,1026,355,CONCACAF,synthetic://sample-data
2025-12-03,Germany,27.77,1024,747,CONCACAF,synthetic://sample-data
2003-01-01,Ghana,27.02,397,1773,CONMEBOL,synthetic://sample-data
2003-07-02,Ghana,26.85,425,371,CONMEBOL,synthetic://sample-data
2003-12-31,Ghana,27.63,403,721,CONMEBOL,synthetic://sample-data
2004-06-30,Ghana,27.46,399,321,CONMEBOL,synthetic://sample-data
2004-12-29,Ghana,28.63,426,328,CONMEBOL,synthetic://sample-data
2005-06-29,Ghana,26.35,431,481,CONMEBOL,synthetic://sample-data
2005-12-28,Ghana,25.72,419,584,CONMEBOL,synthetic://sample-data
2006-06-28,Ghana,24.57,443,842,CONMEBOL,synthetic://sample-data
2006-12-27,Ghana,25.29,459,354,CONMEBOL,synthetic://sample-data
2007-06-27,Ghana,23.25,399,384,CONMEBOL,synthetic://sample-data
2007-12-26,Ghana,25.74,416,405,CONMEBOL,synthetic://sample-data
2008-06-25,Ghana,26.44,382,384,CONMEBOL,synthetic://sample-data
2008-12-24,Ghana,27.07,408,666,CONMEBOL,synthetic://sample-data
2009-06-24,Ghana,24.38,340,664,CONMEBOL,synthetic://sample-data
2009-12-23,Ghana,27.57,466,629,CONMEBOL,synthetic://sample-data
2010-06-23,Ghana,22.81,373,1146,CONMEBOL,synthetic://sample-data
2010-12-22,Ghana,26.41,384,520,CONMEBOL,synthetic://sample-data
2011-06-22,Ghana,23.85,429,1263,CONMEBOL,synthetic://sample-data
2011-12-21,Ghana,25.55,476,1540,CONMEBOL,synthetic://sample-data
2012-06-20,Ghana,24.05,340,307,CONMEBOL,synthetic://sample-data
2012-12-19,Ghana,29.31,431,943,CONMEBOL,synthetic://sample-data
2013-06-19,Ghana,23.09,455,894,CONMEBOL,synthetic://sample-data
2013-12-18,Ghana,27.72,425,162,CONMEBOL,synthetic://sample-data
2014-06-18,Ghana,26.28,367,426,CONMEBOL,synthetic://sample-data
2014-12-17,Ghana,26.34,408,638,CONMEBOL,synthetic://sample-data
2015-06-17,Ghana,25.33,363,1025,CONMEBOL,synthetic://sample-data
2015-12-16,Ghana,27.62,419,40,CONMEBOL,synthetic://sample-data
2016-06-15,Ghana,26.13,435,423,CONMEBOL,synthetic://sample-data
2016-12-14,Ghana,25.58,445,1227,CONMEBOL,synthetic://sample-data
2017-06-14,Ghana,27.01,417,330,CONMEBOL,synthetic://sample-data
2017-12-13,Ghana,27.05,411,875,CONMEBOL,synthetic://sample-data
2018-06-13,Ghana,28.79,429,1293,CONMEBOL,synthetic://sample-data
2018-12-12,Ghana,25.79,394,1047,CONMEBOL,synthetic://sample-data
2019-06-12,Ghana,27.22,472,380,CONMEBOL,synthetic://sample-data
2019-12-11,Ghana,30.01,398,649,CONMEBOL,synthetic://sample-data
2020-06-10,Ghana,24.6,482,908,CONMEBOL,synthetic://sample-data
2020-12-09,Ghana,25.3,384,432,CONMEBOL,synthetic://sample-data
2021-06-09,Ghana,23.79,443,1066,CONMEBOL,synthetic://sample-data
2021-12-08,Ghana,28.5,454,523,CONMEBOL,synthetic://sample-data
2022-06-08,Ghana,24.28,422,578,CONMEBOL,synthetic://sample-data
2022-12-07,Ghana,28.63,421,444,CONMEBOL,synthetic://sample-data
2023-06-07,Ghana,28.14,362,462,CONMEBOL,synthetic://sample-data
2023-12-06,Ghana,26.56,459,628,CONMEBOL,synthetic://sample-data
2024-06-05,Ghana,26.27,442,646,CONMEBOL,synthetic://sample-data
2024-12-04,Ghana,25.52,368,1246,CONMEBOL,synthetic://sample-data
2025-06-04,Ghana,25.44,429,920,CONMEBOL,synthetic://sample-data
2025-12-03,Ghana,26.66,388,1357,CONMEBOL,synthetic://sample-data
2003-01-01,Iran,25.66,430,752,UEFA,synthetic://sample-data
2003-07-02,Iran,28.99,410,77,UEFA,synthetic://sample-data
2003-12-31,Iran,24.07,418,1297,UEFA,synthetic://sample-data
2004-06-30,Iran,22.9,379,451,UEFA,synthetic://sample-data
2004-12-29,Iran,24.29,388,106,UEFA,synthetic://sample-data
2005-06-29,Iran,25.04,422,490,UEFA,synthetic://sample-data
2005-12-28,Iran,29.7,430,579,UEFA,synthetic://sample-data
2006-06-28,Iran,21.77,369,149,UEFA,synthetic://sample-data
2006-12-27,Iran,27.23,467,1091,UEFA,synthetic://sample-data
2007-06-27,Iran,23.09,430,823,UEFA,synthetic://sample-data
2007-12-26,Iran,27.84,473,603,UEFA,synthetic://sample-data
2008-06-25,Iran,28.12,388,362,UEFA,synthetic://sample-data
2008-12-24,Iran,25.71,419,870,UEFA,synthetic://sample-data
2009-06-24,Iran,32.93,420,915,UEFA,synthetic://sample-data
2009-12-23,Iran,26.6,412,1143,UEFA,synthetic://sample-data
2010-06-23,Iran,30.01,376,1205,UEFA,synthetic://sample-data
2010-12-22,Iran,25.37,449,267,UEFA,synthetic://sample-data
2011-06-22,Iran,23.76,375,655,UEFA,synthetic://sample-data
2011-12-21,Iran,24.75,392,546,UEFA,synthetic://sample-data
2012-06-20,Iran,24.55,469,668,UEFA,synthetic://sample-data
2012-12-19,Iran,27.14,454,446,UEFA,synthetic://sample-data
2013-06-19,Iran,30.37,435,366,UEFA,synthetic://sample-data
2013-12-18,Iran,27.38,491,755,UEFA,synthetic://sample-data
2014-06-18,Iran,23.08,440,735,UEFA,synthetic://sample-data
2014-12-17,Iran,28.56,394,293,UEFA,synthetic://sample-data
2015-06-17,Iran,25.98,353,275,UEFA,synthetic://sample-data
2015-12-16,Iran,26.76,405,559,UEFA,synthetic://sample-data
2016-06-15,Iran,27.54,381,537,UEFA,synthetic://sample-data
2016-12-14,Iran,25.93,419,67,UEFA,synthetic://sample-data
2017-06-14,Iran,21.49,423,377,UEFA,synthetic://sample-data
2017-12-13,Iran,24.7,437,829,UEFA,synthetic://sample-data
2018-06-13,Iran,23.1,425,1144,UEFA,synthetic://sample-data
2018-12-12,Iran,28.72,329,819,UEFA,synthetic://sample-data
2019-06-12,Iran,25.58,413,1580,UEFA,synthetic://sample-data
2019-12-11,Iran,24.46,438,491,UEFA,synthetic://sample-data
2020-06-10,Iran,25.4,457,831,UEFA,synthetic://sample-data
2020-12-09,Iran,24.8,349,819,UEFA,synthetic://sample-data
2021-06-09,Iran,27.68,454,619,UEFA,synthetic://sample-data
2021-12-08,Iran,26.73,398,215,UEFA,synthetic://sample-data
2022-06-08,Iran,25.6,417,128,UEFA,synthetic://sample-data
2022-12-07,Iran,26.03,410,903,UEFA,synthetic://sample-data
2023-06-07,Iran,27.05,509,939,UEFA,synthetic://sample-data
2023-12-06,Iran,24.2,427,358,UEFA,synthetic://sample-data
2024-06-05,Iran,28.97,355,937,UEFA,synthetic://sample-data
2024-12-04,Iran,27.24,472,835,UEFA,synthetic://sample-data
2025-06-04,Iran,25.53,490,778,UEFA,synthetic://sample-data
2025-12-03,Iran,24.64,409,462,UEFA,synthetic://sample-data
2003-01-01,Italy,24.43,1005,1195,AFC,synthetic://sample-data
2003-07-02,Italy,26.59,988,371,AFC,synthetic://sample-data
2003-12-31,Italy,26.64,1012,601,AFC,synthetic://sample-data
2004-06-30,Italy,26.88,956,351,AFC,synthetic://sample-data
2004-12-29,Italy,27.05,1002,712,AFC,synthetic://sample-data
2005-06-29,Italy,28.29,974,754,AFC,synthetic://sample-data
2005-12-28,Italy,27.16,1018,314,AFC,synthetic://sample-data
2006-06-28,Italy,27.04,955,711,AFC,synthetic://sample-data
2006-12-27,Italy,26.11,983,427,AFC,synthetic://sample-data
2007-06-27,Italy,29.64,979,542,AFC,synthetic://sample-data
2007-12-26,Italy,27.82,893,370,AFC,synthetic://sample-data
2008-06-25,Italy,24.88,1030,576,AFC,synthetic://sample-data
2008-12-24,Italy,24.76,1014,1853,AFC,synthetic://sample-data
2009-06-24,Italy,25.39,995,343,AFC,synthetic://sample-data
2009-12-23,Italy,25.58,985,705,AFC,synthetic://sample-data
2010-06-23,Italy,29.03,957,536,AFC,synthetic://sample-data
2010-12-22,Italy,23.27,947,530,AFC,synthetic://sample-data
2011-06-22,Italy,25.5,852,1182,AFC,synthetic://sample-data
2011-12-21,Italy,26.07,929,1128,AFC,synthetic://sample-data
2012-06-20,Italy,26.47,970,909,AFC,synthetic://sample-data
2012-12-19,Italy,29.76,1006,353,AFC,synthetic://sample-data
2013-06-19,Italy,24.55,999,773,AFC,synthetic://sample-data
2013-12-18,Italy,23.93,921,1307,AFC,synthetic://sample-data
2014-06-18,Italy,27.25,977,1336,AFC,synthetic://sample-data
2014-12-17,Italy,27.94,998,502,AFC,synthetic://sample-data
2015-06-17,Italy,24.53,1000,611,AFC,synthetic://sample-data
2015-12-16,Italy,27.74,988,1228,AFC,synthetic://sample-data
2016-06-15,Italy,25.45,1019,128,AFC,synthetic://sample-data
2016-12-14,Italy,25.41,985,321,AFC,synthetic://sample-data
2017-06-14,Italy,25.27,1035,665,AFC,synthetic://sample-data
2017-12-13,Italy,22.26,1020,467,AFC,synthetic://sample-data
2018-06-13,Italy,22.35,914,1064,AFC,synthetic://sample-data
2018-12-12,Italy,25.92,1017,287,AFC,synthetic://sample-data
2019-06-12,Italy,23.41,978,893,AFC,synthetic://sample-data
2019-12-11,Italy,25.45,1000,824,AFC,synthetic://sample-data
2020-06-10,Italy,25.69,975,375,AFC,synthetic://sample-data
2020-12-09,Italy,26.33,974,348,AFC,synthetic://sample-data
2021-06-09,Italy,27.18,978,689,AFC,synthetic://sample-data
2021-12-08,Italy,23.88,1003,255,AFC,synthetic://sample-data
2022-06-08,Italy,24.63,928,1571,AFC,synthetic://sample-data
2022-12-07,Italy,24.06,907,440,AFC,synthetic://sample-data
2023-06-07,Italy,27.19,963,444,AFC,synthetic://sample-data
2023-12-06,Italy,26.46,957,349,AFC,synthetic://sample-data
2024-06-05,Italy,29.38,914,739,AFC,synthetic://sample-data
2024-12-04,Italy,26.96,1006,892,AFC,synthetic://sample-data
2025-06-04,Italy,27.42,976,512,AFC,synthetic://sample-data
2025-12-03,Italy,23.08,936,825,AFC,synthetic://sample-data
2003-01-01,Ivory Coast,27.75,451,461,CAF,synthetic://sample-data
2003-07-02,Ivory Coast,25.85,440,293,CAF,synthetic://sample-data
2003-12-31,Ivory Coast,26.34,470,1041,CAF,synthetic://sample-data
2004-06-30,Ivory Coast,24.76,427,792,CAF,synthetic://sample-data
2004-12-29,Ivory Coast,24.58,462,1201,CAF,synthetic://sample-data
2005-06-29,Ivory Coast,25.92,460,313,CAF,synthetic://sample-data
2005-12-28,Ivory Coast,29.26,463,320,CAF,synthetic://sample-data
2006-06-28,Ivory Coast,24.16,436,651,CAF,synthetic://sample-data
2006-12-27,Ivory Coast,26.63,459,1326,CAF,synthetic://sample-data
2007-06-27,Ivory Coast,24.92,402,465,CAF,synthetic://sample-data
2007-12-26,Ivory Coast,28.75,445,1080,CAF,synthetic://sample-data
2008-06-25,Ivory Coast,23.65,474,624,CAF,synthetic://sample-data
2008-12-24,Ivory Coast,27.81,517,701,CAF,synthetic://sample-data
2009-06-24,Ivory Coast,23.52,435,517,CAF,synthetic://sample-data
2009-12-23,Ivory Coast,26.93,446,754,CAF,synthetic://sample-data
2010-06-23,Ivory Coast,25.93,459,160,CAF,synthetic://sample-data
2010-12-22,Ivory Coast,23.36,459,916,CAF,synthetic://sample-data
2011-06-22,Ivory Coast,22.98,468,1602,CAF,synthetic://sample-data
2011-12-21,Ivory Coast,27.33,466,352,CAF,synthetic://sample-data
2012-06-20,Ivory Coast,27.15,448,291,CAF,synthetic://sample-data
2012-12-19,Ivory Coast,24.71,453,324,CAF,synthetic://sample-data
2013-06-19,Ivory Coast,25.38,433,602,CAF,synthetic://sample-data
2013-12-18,Ivory Coast,28.17,467,1219,CAF,synthetic://sample-data
2014-06-18,Ivory Coast,22.75,431,191,CAF,synthetic://sample-data
2014-12-17,Ivory Coast,28.03,477,973,CAF,synthetic://sample-data
2015-06-17,Ivory Coast,24.01,480,213,CAF,synthetic://sample-data
2015-12-16,Ivory Coast,29.49,439,306,CAF,synthetic://sample-data
2016-06-15,Ivory Coast,25.11,412,147,CAF,synthetic://sample-data
2016-12-14,Ivory Coast,25.3,430,1099,CAF,synthetic://sample-data
2017-06-14,Ivory Coast,27.96,423,346,CAF,synthetic://sample-data
2017-12-13,Ivory Coast,26.51,501,651,CAF,synthetic://sample-data
2018-06-13,Ivory Coast,27.12,465,426,CAF,synthetic://sample-data
2018-12-12,Ivory Coast,25.05,443,279,CAF,synthetic://sample-data
2019-06-12,Ivory Coast,25.99,421,533,CAF,synthetic://sample-data
2019-12-11,Ivory Coast,24.79,494,398,CAF,synthetic://sample-data
2020-06-10,Ivory Coast,24.79,443,155,CAF,synthetic://sample-data
2020-12-09,Ivory Coast,29.17,422,904,CAF,synthetic://sample-data
2021-06-09,Ivory Coast,24.61,489,349,CAF,synthetic://sample-data
2021-12-08,Ivory Coast,25.68,477,1503,CAF,synthetic://sample-data
2022-06-08,Ivory Coast,24.3,424,1187,CAF,synthetic://sample-data
2022-12-07,Ivory Coast,21.78,516,465,CAF,synthetic://sample-data
2023-06-07,Ivory Coast,24.98,419,511,CAF,synthetic://sample-data
2023-12-06,Ivory Coast,23.46,443,1187,CAF,synthetic://sample-data
2024-06-05,Ivory Coast,26.8,446,1023,CAF,synthetic://sample-data
2024-12-04,Ivory Coast,25.73,461,577,CAF,synthetic://sample-data
2025-06-04,Ivory Coast,26.87,485,249,CAF,synthetic://sample-data
2025-12-03,Ivory Coast,26.76,481,364,CAF,synthetic://sample-data
2003-01-01,Japan,25.26,689,458,CONCACAF,synthetic://sample-data
2003-07-02,Japan,26.6,611,599,CONCACAF,synthetic://sample-data
2003-12-31,Japan,24.78,587,172,CONCACAF,synthetic://sample-data
2004-06-30,Japan,27.55,600,512,CONCACAF,synthetic://sample-data
2004-12-29,Japan,23.95,604,201,CONCACAF,synthetic://sample-data
2005-06-29,Japan,27.93,645,474,CONCACAF,synthetic://sample-data
2005-12-28,Japan,25.51,636,442,CONCACAF,synthetic://sample-data
2006-06-28,Japan,23.08,713,216,CONCACAF,synthetic://sample-data
2006-12-27,Japan,26.81,705,421,CONCACAF,synthetic://sample-data
2007-06-27,Japan,25.49,622,627,CONCACAF,synthetic://sample-data
2007-12-26,Japan,27.61,584,1661,CONCACAF,synthetic://sample-data
2008-06-25,Japan,27.89,646,1296,CONCACAF,synthetic://sample-data
2008-12-24,Japan,24.46,628,448,CONCACAF,synthetic://sample-data
2009-06-24,Japan,26.0,661,373,CONCACAF,synthetic://sample-data
2009-12-23,Japan,23.24,654,322,CONCACAF,synthetic://sample-data
2010-06-23,Japan,26.27,611,687,CONCACAF,synthetic://sample-data
2010-12-22,Japan,28.77,635,715,CONCACAF,synthetic://sample-data
2011-06-22,Japan,23.8,579,445,CONCACAF,synthetic://sample-data
2011-12-21,Japan,25.94,606,406,CONCACAF,synthetic://sample-data
2012-06-20,Japan,24.31,654,668,CONCACAF,synthetic://sample-data
2012-12-19,Japan,28.13,605,96,CONCACAF,synthetic://sample-data
2013-06-19,Japan,25.43,590,1216,CONCACAF,synthetic://sample-data
2013-12-18,Japan,29.54,676,325,CONCACAF,synthetic://sample-data
2014-06-18,Japan,27.08,697,278,CONCACAF,synthetic://sample-data
2014-12-17,Japan,24.19,609,715,CONCACAF,synthetic://sample-data
2015-06-17,Japan,27.17,677,1135,CONCACAF,synthetic://sample-data
2015-12-16,Japan,25.86,684,574,CONCACAF,synthetic://sample-data
2016-06-15,Japan,26.89,664,573,CONCACAF,synthetic://sample-data
2016-12-14,Japan,31.12,641,429,CONCACAF,synthetic://sample-data
2017-06-14,Japan,25.66,659,279,CONCACAF,synthetic://sample-data
2017-12-13,Japan,22.64,575,511,CONCACAF,synthetic://sample-data
2018-06-13,Japan,26.82,635,750,CONCACAF,synthetic://sample-data
2018-12-12,Japan,25.98,654,418,CONCACAF,synthetic://sample-data
2019-06-12,Japan,27.61,619,1311,CONCACAF,synthetic://sample-data
2019-12-11,Japan,24.35,620,463,CONCACAF,synthetic://sample-data
2020-06-10,Japan,24.97,685,170,CONCACAF,synthetic://sample-data
2020-12-09,Japan,24.1,613,161,CONCACAF,synthetic://sample-data
2021-06-09,Japan,25.57,640,573,CONCACAF,synthetic://sample-data
2021-12-08,Japan,28.29,730,262,CONCACAF,synthetic://sample-data
2022-06-08,Japan,27.93,590,444,CONCACAF,synthetic://sample-data
2022-12-07,Japan,26.5,588,439,CONCACAF,synthetic://sample-data
2023-06-07,Japan,24.82,646,1886,CONCACAF,synthetic://sample-data
2023-12-06,Japan,27.55,634,794,CONCACAF,synthetic://sample-data
2024-06-05,Japan,26.15,589,264,CONCACAF,synthetic://sample-data
2024-12-04,Japan,26.84,624,151,CONCACAF,synthetic://sample-data
2025-06-04,Japan,28.47,681,446,CONCACAF,synthetic://sample-data
2025-12-03,Japan,27.36,594,1478,CONCACAF,synthetic://sample-data
2003-01-01,Mexico,23.54,729,314,CONMEBOL,synthetic://sample-data
2003-07-02,Mexico,25.71,666,523,CONMEBOL,synthetic://sample-data
2003-12-31,Mexico,26.04,726,452,CONMEBOL,synthetic://sample-data
2004-06-30,Mexico,25.98,650,214,CONMEBOL,synthetic://sample-data
2004-12-29,Mexico,25.98,676,1351,CONMEBOL,synthetic://sample-data
2005-06-29,Mexico,25.5,704,1569,CONMEBOL,synthetic://sample-data
2005-12-28,Mexico,25.55,676,216,CONMEBOL,synthetic://sample-data
2006-06-28,Mexico,28.22,617,843,CONMEBOL,synthetic://sample-data
2006-12-27,Mexico,23.74,656,326,CONMEBOL,synthetic://sample-data
2007-06-27,Mexico,25.57,715,188,CONMEBOL,synthetic://sample-data
2007-12-26,Mexico,25.35,647,293,CONMEBOL,synthetic://sample-data
2008-06-25,Mexico,24.41,694,678,CONMEBOL,synthetic://sample-data
2008-12-24,Mexico,26.38,708,1016,CONMEBOL,synthetic://sample-data
2009-06-24,Mexico,26.95,724,1472,CONMEBOL,synthetic://sample-data
2009-12-23,Mexico,23.81,703,783,CONMEBOL,synthetic://sample-data
2010-06-23,Mexico,27.49,661,303,CONMEBOL,synthetic://sample-data
2010-12-22,Mexico,23.14,655,261,CONMEBOL,synthetic://sample-data
2011-06-22,Mexico,24.58,623,766,CONMEBOL,synthetic://sample-data
2011-12-21,Mexico,25.13,658,738,CONMEBOL,synthetic://sample-data
2012-06-20,Mexico,27.35,692,1094,CONMEBOL,synthetic://sample-data
2012-12-19,Mexico,28.4,705,467,CONMEBOL,synthetic://sample-data
2013-06-19,Mexico,24.62,668,222,CONMEBOL,synthetic://sample-data
2013-12-18,Mexico,26.2,710,271,CONMEBOL,synthetic://sample-data
2014-06-18,Mexico,23.61,658,842,CONMEBOL,synthetic://sample-data
2014-12-17,Mexico,24.23,692,433,CONMEBOL,synthetic://sample-data
2015-06-17,Mexico,28.39,683,395,CONMEBOL,synthetic://sample-data
2015-12-16,Mexico,27.94,670,426,CONMEBOL,synthetic://sample-data
2016-06-15,Mexico,28.06,730,942,CONMEBOL,synthetic://sample-data
2016-12-14,Mexico,26.39,786,352,CONMEBOL,synthetic://sample-data
2017-06-14,Mexico,27.08,659,703,CONMEBOL,synthetic://sample-data
2017-12-13,Mexico,26.07,741,763,CONMEBOL,synthetic://sample-data
2018-06-13,Mexico,23.67,783,1223,CONMEBOL,synthetic://sample-data
2018-12-12,Mexico,23.52,671,528,CONMEBOL,synthetic://sample-data
2019-06-12,Mexico,26.04,665,1152,CONMEBOL,synthetic://sample-data
2019-12-11,Mexico,26.05,730,1717,CONMEBOL,synthetic://sample-data
2020-06-10,Mexico,25.92,695,442,CONMEBOL,synthetic://sample-data
2020-12-09,Mexico,25.84,769,543,CONMEBOL,synthetic://sample-data
2021-06-09,Mexico,27.12,641,1311,CONMEBOL,synthetic://sample-data
2021-12-08,Mexico,23.25,679,275,CONMEBOL,synthetic://sample-data
2022-06-08,Mexico,23.37,677,185,CONMEBOL,synthetic://sample-data
2022-12-07,Mexico,26.59,694,630,CONMEBOL,synthetic://sample-data
2023-06-07,Mexico,24.9,647,229,CONMEBOL,synthetic://sample-data
2023-12-06,Mexico,25.07,777,1792,CONMEBOL,synthetic://sample-data
2024-06-05,Mexico,26.4,734,586,CONMEBOL,synthetic://sample-data
2024-12-04,Mexico,27.79,662,778,CONMEBOL,synthetic://sample-data
2025-06-04,Mexico,26.48,710,443,CONMEBOL,synthetic://sample-data
2025-12-03,Mexico,27.04,708,371,CONMEBOL,synthetic://sample-data
2003-01-01,Morocco,24.16,734,978,UEFA,synthetic://sample-data
2003-07-02,Morocco,28.23,722,562,UEFA,synthetic://sample-data
2003-12-31,Morocco,26.91,754,211,UEFA,synthetic://sample-data
2004-06-30,Morocco,24.47,743,1044,UEFA,synthetic://sample-data
2004-12-29,Morocco,27.39,702,816,UEFA,synthetic://sample-data
2005-06-29,Morocco,27.15,709,270,UEFA,synthetic://sample-data
2005-12-28,Morocco,28.64,781,1817,UEFA,synthetic://sample-data
2006-06-28,Morocco,28.07,776,274,UEFA,synthetic://sample-data
2006-12-27,Morocco,24.73,740,254,UEFA,synthetic://sample-data
2007-06-27,Morocco,28.1,733,274,UEFA,synthetic://sample-data
2007-12-26,Morocco,27.23,735,592,UEFA,synthetic://sample-data
2008-06-25,Morocco,26.7,713,764,UEFA,synthetic://sample-data
2008-12-24,Morocco,25.8,787,684,UEFA,synthetic://sample-data
2009-06-24,Morocco,28.77,782,574,UEFA,synthetic://sample-data
2009-12-23,Morocco,25.85,745,128,UEFA,synthetic://sample-data
2010-06-23,Morocco,24.77,736,692,UEFA,synthetic://sample-data
2010-12-22,Morocco,26.36,758,922,UEFA,synthetic://sample-data
2011-06-22,Morocco,21.66,744,961,UEFA,synthetic://sample-data
2011-12-21,Morocco,24.97,799,383,UEFA,synthetic://sample-data
2012-06-20,Morocco,24.91,769,243,UEFA,synthetic://sample-data
2012-12-19,Morocco,26.03,775,1911,UEFA,synthetic://sample-data
2013-06-19,Morocco,26.17,768,563,UEFA,synthetic://sample-data
2013-12-18,Morocco,25.41,736,408,UEFA,synthetic://sample-data
2014-06-18,Morocco,26.36,785,395,UEFA,synthetic://sample-data
2014-12-17,Morocco,25.1,761,409,UEFA,synthetic://sample-data
2015-06-17,Morocco,24.95,725,727,UEFA,synthetic://sample-data
2015-12-16,Morocco,28.82,765,470,UEFA,synthetic://sample-data
2016-06-15,Morocco,25.45,748,1719,UEFA,synthetic://sample-data
2016-12-14,Morocco,24.86,760,510,UEFA,synthetic://sample-data
2017-06-14,Morocco,24.38,780,662,UEFA,synthetic://sample-data
2017-12-13,Morocco,25.99,712,348,UEFA,synthetic://sample-data
2018-06-13,Morocco,27.95,752,737,UEFA,synthetic://sample-data
2018-12-12,Morocco,27.51,768,945,UEFA,synthetic://sample-data
2019-06-12,Morocco,27.44,744,1362,UEFA,synthetic://sample-data
2019-12-11,Morocco,23.25,807,821,UEFA,synthetic://sample-data
2020-06-10,Morocco,25.53,733,524,UEFA,synthetic://sample-data
2020-12-09,Morocco,25.81,705,531,UEFA,synthetic://sample-data
2021-06-09,Morocco,23.41,755,612,UEFA,synthetic://sample-data
2021-12-08,Morocco,24.27,773,1208,UEFA,synthetic://sample-data
2022-06-08,Morocco,29.1,705,554,UEFA,synthetic://sample-data
2022-12-07,Morocco,25.8,744,116,UEFA,synthetic://sample-data
2023-06-07,Morocco,28.91,716,676,UEFA,synthetic://sample-data
2023-12-06,Morocco,27.35,802,748,UEFA,synthetic://sample-data
